sample_id,platform,provider,review_date,rating,source_url,language,author_hash,lodging_context,onsen_related,bath_area_tags,signal_tags,caution_tags,original_keywords,paraphrase_ko,source_access,included_in_lodging_direct_count,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
shuhokan-0011,Jalan,,2026/3/3,,https://www.jalan.net/yad343812/kuchikomi/,ja,0d7a148a3ea2," 時期 2026年2月宿泊 プラン 【1泊2食】「ラーメンごくまる」の夕食セットと大分郷土料理がメインの和朝食付プラン ツイン 朝・夕 価格帯 19,001～20,000円(大人１名あたり/税込)",true,facility_wide,onsen_related;water_texture,,温泉;露天;風呂;露天風呂;泉質,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
shuhokan-0012,Jalan,,2026/2/28,,https://www.jalan.net/yad343812/kuchikomi/,ja,7db1bbbb7be2," 時期 2026年2月宿泊 プラン 【1泊朝食】心も身体も温まる♪炊き立てご飯と大分の郷土料理を楽しむ朝食付きプラン 和室 朝のみ 価格帯 15,001～16,000円(大人１名あたり/税込)",true,facility_wide,onsen_related,,温泉;湯,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
shuhokan-0013,Jalan,,2026/2/23,,https://www.jalan.net/yad343812/kuchikomi/,ja,1d2634e84d26," 時期 2026年2月宿泊 プラン 【じゃらんスペシャルウィーク】1泊夕食／亜李蘭離宮コラボ★「極上おおいた和牛焼肉コース」プラン♪ 和室 夕のみ 価格帯 26,001～27,000円(大人１名あたり/税込)",true,facility_wide,booking_confusion;onsen_related,,温泉;送迎,"역 접근, 도보, 택시, 송영 등 이동 동선을 함께 언급한 직접 리뷰.",direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
shuhokan-0014,Jalan,,2026/2/12,,https://www.jalan.net/yad343812/kuchikomi/,ja,a02cdb0115ac," 時期 2026年2月宿泊 プラン 【1泊朝食】心も身体も温まる♪炊き立てご飯と大分の郷土料理を楽しむ朝食付きプラン ツイン 朝のみ 価格帯 17,001～18,000円(大人１名あたり/税込)",true,open_air_public_bath;public_bath,onsen_related;public_bath_hot_spring,cleanliness_or_age,露天;風呂;大浴場;湯;サウナ;露天風呂;臭,전망 대욕장과 공용 노천탕을 함께 언급한 직접 리뷰.,direct_readable,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
shuhokan-0015,Jalan,,2026/1/30,,https://www.jalan.net/yad343812/kuchikomi/,ja,fea83fade321," 時期 2025年11月宿泊 プラン 【じゃらんスペシャルウィーク】【1泊朝食】炊き立てご飯と大分の郷土料理を楽しむ朝食付きプラン ツイン 朝のみ 価格帯 16,001～17,000円(大人１名あたり/税込)",true,public_bath,onsen_related;public_bath_hot_spring,,大浴場;サウナ,유후다케 전망 대욕장 또는 공용 온천을 언급한 직접 리뷰.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
shuhokan-0016,Jalan,,2026/1/24,,https://www.jalan.net/yad343812/kuchikomi/,ja,7fd673599779," 時期 2026年1月宿泊 プラン 【1泊2食】「ラーメンごくまる」の夕食セットと大分郷土料理がメインの和朝食付プラン ツイン 朝・夕 価格帯 15,001～16,000円(大人１名あたり/税込)",true,facility_wide,onsen_related,,風呂;お風呂;湯,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
shuhokan-0017,Jalan,,2026/1/6,,https://www.jalan.net/yad343812/kuchikomi/,ja,c1ca3d38b2bf," 時期 2025年11月宿泊 プラン 【1泊朝食】心も身体も温まる♪炊き立てご飯と大分の郷土料理を楽しむ朝食付きプラン ツイン 朝のみ 価格帯 20,001～21,000円(大人１名あたり/税込)",true,facility_wide,onsen_related,,温泉;湯,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
shuhokan-0018,Jalan,,2025/12/22,,https://www.jalan.net/yad343812/kuchikomi/,ja,6bcbbf6d7075," 時期 2025年11月宿泊 プラン 【1泊朝食】心も身体も温まる♪炊き立てご飯と大分の郷土料理を楽しむ朝食付きプラン ツイン 朝のみ 価格帯 13,001～14,000円(大人１名あたり/税込)",false,unclear,,,,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
shuhokan-0019,Jalan,,2025/12/10,,https://www.jalan.net/yad343812/kuchikomi/,ja,6aabf0183b22," 時期 2025年11月宿泊 プラン 【1泊2食】◆黒毛和牛焼肉弁当◆精肉店が創るこだわり弁当と大分郷土料理がメインの和朝食付プラン 和室 朝・夕 夕/部屋出し 価格帯 17,001～18,000円(大人１名あたり/税込)",false,unclear,,,,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
shuhokan-0020,Jalan,,2025/12/7,,https://www.jalan.net/yad343812/kuchikomi/,ja,2a15cb85df7d," 時期 2025年11月宿泊 プラン 【1泊2食】◆豊後牛ステーキ弁当◆精肉店が創るこだわり弁当と大分郷土料理がメインの和朝食付プラン ツイン 朝・夕 夕/部屋出し 価格帯 22,001～23,000円(大人１名あたり/税込)",false,unclear,,,,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
shuhokan-0021,Jalan,,2025/11/10,,https://www.jalan.net/yad343812/kuchikomi/,ja,d1a9b1ec8b52," 時期 2025年11月宿泊 プラン 【1泊2食】「ラーメンごくまる」の夕食セットと大分郷土料理がメインの和朝食付プラン 和洋室 朝・夕 価格帯 17,001～18,000円(大人１名あたり/税込)",true,public_bath,booking_confusion;onsen_related;public_bath_hot_spring,,大浴場;湯;駅,유후다케 전망 대욕장 또는 공용 온천을 언급한 직접 리뷰.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
shuhokan-0022,Jalan,,2025/10/31,,https://www.jalan.net/yad343812/kuchikomi/,ja,cb6966af7ab8," 時期 2025年10月宿泊 プラン 【じゃらんのお得な10日間】5％オフ【1泊2食】◆豊後牛ステーキ弁当◆こだわり弁当と和朝食付プラン ツイン 朝・夕 夕/部屋出し 価格帯 24,001～25,000円(大人１名あたり/税込)",true,facility_wide,onsen_related,,風呂;お風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
shuhokan-0023,Jalan,,2025/10/26,,https://www.jalan.net/yad343812/kuchikomi/,ja,574b1831c6a5," 時期 2025年10月宿泊 プラン 【じゃらんスペシャルウィーク】【1泊朝食】炊き立てご飯と大分の郷土料理を楽しむ朝食付きプラン 和洋室 朝のみ 価格帯 16,001～17,000円(大人１名あたり/税込)",true,facility_wide,onsen_related,,風呂;お風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
shuhokan-0024,Jalan,,2025/10/20,,https://www.jalan.net/yad343812/kuchikomi/,ja,768e037308d4," 時期 2025年10月宿泊 プラン 【1泊朝食】心も身体も温まる♪炊き立てご飯と大分の郷土料理を楽しむ朝食付きプラン 和室 朝のみ 価格帯 19,001～20,000円(大人１名あたり/税込)",true,open_air_public_bath;public_bath,booking_confusion;onsen_related;public_bath_hot_spring,,露天;風呂;大浴場;露天風呂;駅,전망 대욕장과 공용 노천탕을 함께 언급한 직접 리뷰.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
shuhokan-0025,Jalan,,2025/10/17,,https://www.jalan.net/yad343812/kuchikomi/,ja,069936d2da9a," 時期 2025年10月宿泊 プラン 【1泊朝食】心も身体も温まる♪炊き立てご飯と大分の郷土料理を楽しむ朝食付きプラン ツイン 朝のみ 価格帯 14,001～15,000円(大人１名あたり/税込)",true,facility_wide,onsen_related,,露天;風呂;露天風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
shuhokan-0026,Jalan,,2025/10/3,,https://www.jalan.net/yad343812/kuchikomi/,ja,cc3eaa6c116d," 時期 2025年10月宿泊 プラン 【1泊朝食】心も身体も温まる♪炊き立てご飯と大分の郷土料理を楽しむ朝食付きプラン ツイン 朝のみ 価格帯 14,001～15,000円(大人１名あたり/税込)",false,unclear,,,,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
shuhokan-0027,Jalan,,2025/9/29,,https://www.jalan.net/yad343812/kuchikomi/,ja,a7d37a2660fa," 時期 2025年9月宿泊 プラン 【1泊朝食】心も身体も温まる♪炊き立てご飯と大分の郷土料理を楽しむ朝食付きプラン ツイン 朝のみ 価格帯 16,001～17,000円(大人１名あたり/税込)",true,facility_wide,onsen_related,temperature,温泉;温度,노후감·청결·온도 등 운영 주의 신호가 포함된 직접 리뷰.,direct_readable,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
shuhokan-0028,Jalan,,2025/9/23,,https://www.jalan.net/yad343812/kuchikomi/,ja,6d8defb0c37f," 時期 2025年8月宿泊 プラン 【1泊朝食】心も身体も温まる♪炊き立てご飯と大分の郷土料理を楽しむ朝食付きプラン ツイン 朝のみ 価格帯 17,001～18,000円(大人１名あたり/税込)",true,facility_wide,onsen_related,,風呂;湯,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
shuhokan-0029,Jalan,,2025/9/19,,https://www.jalan.net/yad343812/kuchikomi/,ja,4dd0e160b144," 時期 2025年9月宿泊 プラン 【1泊朝食】心も身体も温まる♪炊き立てご飯と大分の郷土料理を楽しむ朝食付きプラン ツイン 朝のみ 価格帯 15,001～16,000円(大人１名あたり/税込)",true,facility_wide,onsen_related,,温泉,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
shuhokan-0030,Jalan,,2025/9/18,,https://www.jalan.net/yad343812/kuchikomi/,ja,a9219369f94a," 時期 2025年9月宿泊 プラン 【1泊朝食】心も身体も温まる♪炊き立てご飯と大分の郷土料理を楽しむ朝食付きプラン ツイン 朝のみ 価格帯 12,001～13,000円(大人１名あたり/税込)",true,facility_wide,onsen_related,,風呂;湯,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
shuhokan-0031,Jalan,,2025/9/15,5,https://www.jalan.net/yad343812/kuchikomi/2.HTML,ja,a3d4caee98b2,ゆっくり過ごせます,true,public_bath,onsen_related;public_bath_hot_spring,,大浴場;湯;足湯,유후다케 전망 대욕장 또는 공용 온천을 언급한 직접 리뷰.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
shuhokan-0032,Jalan,,2025/9/8,4,https://www.jalan.net/yad343812/kuchikomi/2.HTML,ja,ce77bd1e1575,大きなお風呂でのんびり,true,open_air_public_bath;public_bath,crowding;onsen_related;public_bath_hot_spring,,露天;風呂;お風呂;大浴場;湯;露天風呂;混雑,전망 대욕장과 공용 노천탕을 함께 언급한 직접 리뷰.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
shuhokan-0033,Jalan,,2025/9/7,5,https://www.jalan.net/yad343812/kuchikomi/2.HTML,ja,1f2a8c52467c,細やかな配慮がある温かい宿,true,facility_wide,onsen_related,,露天;風呂;露天風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
shuhokan-0034,Jalan,,2025/9/5,4,https://www.jalan.net/yad343812/kuchikomi/2.HTML,ja,4b2643b6a099,絶景由布岳ビュー,true,facility_wide,onsen_related,,風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
shuhokan-0035,Jalan,,2025/9/4,5,https://www.jalan.net/yad343812/kuchikomi/2.HTML,ja,66d9ef9c1622,おもてなしが最高,true,open_air_public_bath;public_bath,onsen_related;public_bath_hot_spring,,露天;風呂;大浴場;露天風呂,전망 대욕장과 공용 노천탕을 함께 언급한 직접 리뷰.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
shuhokan-0036,Jalan,,2025/9/2,4,https://www.jalan.net/yad343812/kuchikomi/2.HTML,ja,d6ddcece5f34,いつも別府だったのでたまには湯布院,true,facility_wide,onsen_related,,温泉;湯,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
shuhokan-0037,Jalan,,2025/9/2,5,https://www.jalan.net/yad343812/kuchikomi/2.HTML,ja,bf2ee208e954,部屋・温泉からの景色が良かったです,true,facility_wide,booking_confusion;onsen_related;water_texture,,温泉;露天;風呂;湯;泉質;駅,"역 접근, 도보, 택시, 송영 등 이동 동선을 함께 언급한 직접 리뷰.",direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
shuhokan-0038,Jalan,,2025/8/19,4,https://www.jalan.net/yad343812/kuchikomi/2.HTML,ja,424269c48589,喧騒から離れた宿,true,facility_wide,onsen_related,,露天;風呂;露天風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
shuhokan-0039,Jalan,,2025/8/5,5,https://www.jalan.net/yad343812/kuchikomi/2.HTML,ja,ec350d4bde3d,暑い夏でもお勧めの宿,true,open_air_public_bath;public_bath,onsen_related;public_bath_hot_spring,,露天;風呂;お風呂;大浴場;湯;露天風呂,전망 대욕장과 공용 노천탕을 함께 언급한 직접 리뷰.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
shuhokan-0040,Jalan,,2025/7/17,3,https://www.jalan.net/yad343812/kuchikomi/2.HTML,ja,ffb1e619815a,外国の研修生の接客が本当に一所懸命で好感度,true,facility_wide,crowding;onsen_related,,温泉;湯;少ない,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
shuhokan-0041,Jalan,,2025/7/9,5,https://www.jalan.net/yad343812/kuchikomi/2.HTML,ja,a1b4c375d998,喧騒から少し離れた程よい宿,true,public_bath,onsen_related;public_bath_hot_spring,,大浴場,유후다케 전망 대욕장 또는 공용 온천을 언급한 직접 리뷰.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
shuhokan-0042,Rakuten Travel,,2026-06-13,5,https://travel.rakuten.co.jp/HOTEL/28141/review.html,ja,8f71dbf323f2,洋室ツイン（1〜2名様） 【1泊2食】〜大分和牛と旬菜の贅沢宴〜2時間飲み放題付◆夕食18時〜「秀峰会席」と和朝食付プラン,true,facility_wide,onsen_related,,温泉,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
shuhokan-0043,Rakuten Travel,,2026-05-20,4,https://travel.rakuten.co.jp/HOTEL/28141/review.html,ja,10e45860f85a,洋室ツイン（1〜2名様）■由布岳ビュー■ 【おおいたパワーチャージ】【1泊朝食】心も身体も温まる♪炊き立てご飯と大分の郷土料理を楽しむ朝食付き,false,unclear,,,,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
shuhokan-0044,Rakuten Travel,,2026-05-04,5,https://travel.rakuten.co.jp/HOTEL/28141/review.html,ja,517ab9cec87e,和室９畳（1〜2名様） 【春SALE】【素泊りプラン】展望露天風呂から由布岳を眺めてゆったりと♪,true,facility_wide,onsen_related,,露天;風呂;湯;露天風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
shuhokan-0045,Rakuten Travel,,2026-05-02,5,https://travel.rakuten.co.jp/HOTEL/28141/review.html,ja,bf714cdf61bd,和室９畳（1〜2名様） 【春SALE】【素泊りプラン】展望露天風呂から由布岳を眺めてゆったりと♪,true,facility_wide,onsen_related,,温泉;露天;風呂;露天風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
shuhokan-0046,Rakuten Travel,,2026-05-17,5,https://travel.rakuten.co.jp/HOTEL/28141/review.html,ja,cac499680320,和室９畳（1〜2名様）■由布岳ビュー■ 【直前割★10％OFF】見つけてお得！ 素泊り／展望露天風呂から由布岳を眺めてゆったりと♪,true,facility_wide,booking_confusion;onsen_related,,露天;風呂;露天風呂;駅,"역 접근, 도보, 택시, 송영 등 이동 동선을 함께 언급한 직접 리뷰.",direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
shuhokan-0047,Rakuten Travel,,2026-04-25,4,https://travel.rakuten.co.jp/HOTEL/28141/review.html,ja,62b50991119f,洋室ツイン（1〜2名様）■由布岳ビュー■ 【おおいたパワーチャージ】【素泊りプラン】展望露天風呂から由布岳を眺めてゆったりと♪,true,facility_wide,booking_confusion;onsen_related,,温泉;露天;風呂;露天風呂;送迎;駅,"역 접근, 도보, 택시, 송영 등 이동 동선을 함께 언급한 직접 리뷰.",direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
shuhokan-0048,Rakuten Travel,,2026-06-28,5,https://travel.rakuten.co.jp/HOTEL/28141/review.html,ja,8686f52b9ead,和室９畳（1〜2名様） 【おおいたパワーチャージ】【素泊りプラン】展望露天風呂から由布岳を眺めてゆったりと♪,true,open_air_public_bath;public_bath,onsen_related;public_bath_hot_spring,,露天;風呂;大浴場;露天風呂,전망 대욕장과 공용 노천탕을 함께 언급한 직접 리뷰.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
shuhokan-0049,Rakuten Travel,,2026-04-01,5,https://travel.rakuten.co.jp/HOTEL/28141/review.html,ja,21e6b5418663,和室１２畳（1〜4名様）■由布岳ビュー■ 【楽天スーパーSALE】【素泊りプラン】展望露天風呂から由布岳を眺めてゆったりと♪,true,facility_wide,onsen_related,,露天;風呂;お風呂;露天風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
shuhokan-0050,Rakuten Travel,,2026-06-22,3,https://travel.rakuten.co.jp/HOTEL/28141/review.html,ja,fd92320e67b7,洋室ツイン（1〜2名様）■由布岳ビュー■ 【おおいたパワーチャージ】【1泊2食】「ラーメンごくまる」夕食セットと大分郷土料理がメインの和朝食付,false,unclear,,,,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
shuhokan-0051,Rakuten Travel,,2026-05-27,3,https://travel.rakuten.co.jp/HOTEL/28141/review.html,ja,5e066ac833ab,洋室ツイン（1〜2名様）■由布岳ビュー■ 【楽天スーパーSALE】【1泊夕食／亜李蘭離宮コラボ】人気焼肉店での「極上おおいた和牛焼肉コース」,true,facility_wide,onsen_related,,湯,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
shuhokan-0052,Rakuten Travel,,2026-02-10,4,https://travel.rakuten.co.jp/HOTEL/28141/review.html,ja,5bd0a68230c8,和室９畳（1〜2名様）■由布岳ビュー■ 【おおいたパワーチャージ】【素泊りプラン】展望露天風呂から由布岳を眺めてゆったりと♪,true,open_air_public_bath;public_bath,booking_confusion;onsen_related;public_bath_hot_spring,,温泉;露天;風呂;お風呂;最上階;露天風呂;駅,전망 대욕장과 공용 노천탕을 함께 언급한 직접 리뷰.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
shuhokan-0053,Rakuten Travel,,2026-03-26,5,https://travel.rakuten.co.jp/HOTEL/28141/review.html,ja,efab0adee6e1,和室９畳（1〜2名様） 【直前割★10％OFF】見つけてお得！ 素泊り／展望露天風呂から由布岳を眺めてゆったりと♪,true,facility_wide,onsen_related,,露天;風呂;露天風呂,숙박 경험을 평가한 직접 리뷰 표본.,direct_readable,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
shuhokan-0054,Rakuten Travel,,2026-03-24,5,https://travel.rakuten.co.jp/HOTEL/28141/review.html,ja,7ee73605213c,和室９畳（1〜2名様） 【1泊夕食／亜李蘭離宮コラボ】人気の焼肉店で楽しむ「極上おおいた和牛焼肉コース」プラン♪,true,open_air_public_bath;public_bath,booking_confusion;onsen_related;public_bath_hot_spring,,温泉;露天;風呂;お風呂;最上階;送迎;駅,전망 대욕장과 공용 노천탕을 함께 언급한 직접 리뷰.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
shuhokan-0055,Rakuten Travel,,2026-03-18,4,https://travel.rakuten.co.jp/HOTEL/28141/review.html,ja,ffc8bfd92a52,和室９畳（1〜2名様）■由布岳ビュー■ 【直前割★10％OFF】1泊朝食◆心も温まる！炊き立てご飯と大分の郷土料理を楽しむ朝食付きプラン,true,open_air_public_bath;public_bath;room_bath,booking_confusion;onsen_related;public_bath_hot_spring;room_bath_hot_spring,,露天;風呂;大浴場;湯;露天風呂;部屋風呂;送迎;駅,전망 대욕장과 공용 노천탕을 함께 언급한 직접 리뷰.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
shuhokan-0056,Rakuten Travel,,2026-03-09,5,https://travel.rakuten.co.jp/HOTEL/28141/review.html,ja,ace824f58d4e,和室９畳（1〜2名様）■由布岳ビュー■ 【おおいたパワーチャージ】【1泊朝食】心も身体も温まる♪炊き立てご飯と大分の郷土料理を楽しむ朝食付き,true,facility_wide,booking_confusion;onsen_related,,風呂;お風呂;駅,"역 접근, 도보, 택시, 송영 등 이동 동선을 함께 언급한 직접 리뷰.",direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
