kind,queue_rank,slug,name_ja,name_ko_or_en,area_slug,prefecture,candidate_status,initial_tier,property_or_facility_type,official_url,primary_review_or_ota_url,secondary_url,official_bath_or_product_fact,visible_review_pool_observation,directly_read_reviews,onsen_related_direct_reviews,verification_result,next_status_raw,normalization_notes,source_urls,source_verification_file,source_master_file
facility,64,nozawa-oyu,野沢温泉 大湯,Oyu,nozawa,長野県,ready,Tier 1,historic_public_bath,https://nozawakanko.jp/hotspring/,https://onsen.nifty.com/iiyama-nagano-onsen/onsen002277/kuchikomi/,https://4travel.jp/dm_shisetsu/11323382,観光公式で外湯13か所・天然温泉100%かけ流し、大湯を中心外湯として確認,Nifty/4travel/Yahoo map surfaces exist; hot-water comments visible,0,0,tourism_official_and_review_surface_confirmed,needs_individual_review_pool_count,無料/寸志型外湯。熱湯・地元管理・清掃時間など 관광객 기대차が大きい / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://nozawakanko.jp/hotspring/ ; https://onsen.nifty.com/iiyama-nagano-onsen/onsen002277/kuchikomi/ ; https://4travel.jp/dm_shisetsu/11323382,tier1_verification_batch_02_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,65,nozawa-sotoyu-route,野沢温泉 外湯めぐり,Nozawa Sotoyu Route,nozawa,長野県,route_or_pass,Tier 1,historic_public_bath,https://nozawakanko.jp/hotspring/,https://www.jalan.net/kankou/spt_20563cd2112045918/kuchikomi/,,観光公式で13外湯の湯めぐり、天然温泉100%かけ流しを確認,Jalan shows 201 reviews for 外湯めぐり,0,0,official_route_confirmed,keep_as_route_hub,個別施設ではなく外湯ルート。大湯/麻釜の湯など個別外湯とは別に route row로 유지 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://nozawakanko.jp/hotspring/ ; https://www.jalan.net/kankou/spt_20563cd2112045918/kuchikomi/,tier1_verification_batch_02_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,66,shirahonet-public-openair,白骨温泉 公共野天風呂,Shirahone Public Open-Air Bath,shirahonet,長野県,operation_recheck|ready,Tier 1,open_air_public_bath,https://shirahone-onsen.org/,https://www.jalan.net/kankou/spt_20202cd2112041755/kuchikomi/,https://onsen.nifty.com/kamikouchi-onsen/onsen002252/kuchikomi/,公式サイトは営業情報更新が古め。公共野天風呂として候補確認、口コミで川沿い露天・白濁/循環評価差を確認,Jalan/Nifty/4travel surfaces exist; water-character conflict visible,0,0,official_identity_with_staleness_and_review_surface_confirmed,needs_current_operation_recheck,公式更新鮮度が弱い。白濁期待と実際の湯色/循環感で評価が割れる可能性 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://shirahone-onsen.org/ ; https://www.jalan.net/kankou/spt_20202cd2112041755/kuchikomi/ ; https://onsen.nifty.com/kamikouchi-onsen/onsen002252/kuchikomi/,tier1_verification_batch_02_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,67,shibu-kyuto-route,渋温泉 九湯めぐり,Shibu Kyu-to Meguri,yudanaka-shibu,長野県,route_or_pass,Tier 1,historic_public_bath,https://shibuonsen.net/onsen/,https://4travel.jp/dm_shisetsu/11348526,https://www.jalan.net/kankou/spt_20561cd2110164954/kuchikomi/,公式で九つの外湯は渋温泉宿泊者のみ利用、鍵貸出、6:00-22:00を確認,Jalan area shows 772 reviews; 4travel route surface 29 reviews,0,0,official_route_access_rule_confirmed,keep_as_route_hub,宿泊者限定の鍵ルールが 핵심. 일반 일귀리 온천으로 노출하면 안 됨 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://shibuonsen.net/onsen/ ; https://4travel.jp/dm_shisetsu/11348526 ; https://www.jalan.net/kankou/spt_20561cd2110164954/kuchikomi/,tier1_verification_batch_02_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,68,shibu-oinoyu,渋温泉 大湯,Shibu Oyu,yudanaka-shibu,長野県,route_or_pass,Tier 1,historic_public_bath,https://shibuonsen.net/onsen/,https://onsen.nifty.com/shigakougen-onsen/onsen002258/kuchikomi/,https://4travel.jp/dm_shisetsu/11290511,公式の九湯めぐり内の九番湯・大湯として確認。宿泊者限定ルートに属する,4travel shows 23 reviews; Nifty review surface exists,0,0,route_member_and_review_surface_confirmed,needs_access_rule_and_review_pool_count,大湯だけ個別に扱う場合も宿泊者限定ルールを 붙여야 함. 熱すぎる/土色/蒸し風呂 신호 확인 가치 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://shibuonsen.net/onsen/ ; https://onsen.nifty.com/shigakougen-onsen/onsen002258/kuchikomi/ ; https://4travel.jp/dm_shisetsu/11290511,tier1_verification_batch_02_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,69,yudanaka-kaede-no-yu,湯田中駅前温泉 楓の湯,Kaede no Yu,yudanaka-shibu,長野県,ready,Tier 1,public_bath_facility,https://www.info-yamanouchi.net/about/kaede/,https://onsen.nifty.com/shigakougen-onsen/onsen005576/kuchikomi/,https://www.jalan.net/kankou/spt_20561cc3362011730/kuchikomi/page_6/,山ノ内公式で駅前の日帰り天然温泉かけ流し、露天風呂・足湯・営業時間/料金を確認,Nifty/Jalan/Tabelog surfaces exist; chlorine not strong but disinfection mention visible,0,0,official_and_review_surface_confirmed,needs_review_pool_count,駅前アクセス・低価格・足湯が強み。消毒ありだが気にならない系の弱い矛盾も確認 대상 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.info-yamanouchi.net/about/kaede/ ; https://onsen.nifty.com/shigakougen-onsen/onsen005576/kuchikomi/ ; https://www.jalan.net/kankou/spt_20561cc3362011730/kuchikomi/page_6/,tier1_verification_batch_02_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,83,echigo-yuzawa-komako-no-yu,越後湯沢温泉 駒子の湯,Komako no Yu,echigo-yuzawa,新潟県,operation_recheck|ready,Tier 1,public_bath_facility,https://yuzawaonsen.com/?page_id=160,https://onsen.nifty.com/echigoyuzawa-onsen/onsen001659/,https://www.jalan.net/kankou/spt_guide000000165056/,湯沢温泉公式で共同浴場・営業時間/料金表面を確認,Nifty/Jalan/4travel surfaces exist; 2025 price revision and local place-taking issue visible,0,0,official_and_review_surface_confirmed,needs_current_price_and_crowding_recheck,価格改定・地元利用/場所取り 신호 확인 필요。共同浴場型の観光期待差も重要 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://yuzawaonsen.com/?page_id=160 ; https://onsen.nifty.com/echigoyuzawa-onsen/onsen001659/ ; https://www.jalan.net/kankou/spt_guide000000165056/ ; https://4travel.jp/dm_shisetsu/11326342,tier1_verification_batch_02_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,84,echigo-yuzawa-ponshukan-sakebath,ぽんしゅ館 酒風呂 湯の沢,Ponshukan Sake Bath,echigo-yuzawa,新潟県,ready,Tier 1,wellness_spa,https://www.ponshukan.com/yuzawa/,https://onsen.nifty.com/echigoyuzawa-onsen/onsen001751/kuchikomi/,https://iko-yo.net/facilities/47046/experiences,公式で越後湯沢駅ぽんしゅ館内の酒風呂 湯の沢として確認,Nifty/Iko-yo/Yahoo Map surfaces exist,0,0,official_and_review_surface_confirmed,ready_for_facility_deep_review_pool_count,駅ナカ wellness/stopover 型。温泉というより酒風呂体験・駅利便性・混雑/価格を重視 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.ponshukan.com/yuzawa/ ; https://onsen.nifty.com/echigoyuzawa-onsen/onsen001751/kuchikomi/ ; https://iko-yo.net/facilities/47046/experiences ; https://map.yahoo.co.jp/v3/place/eB0itQFHbj-/review,tier1_verification_batch_02_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,85,echigo-yuzawa-yama-no-yu,越後湯沢温泉 山の湯,Yama no Yu,echigo-yuzawa,新潟県,ready,Tier 1,historic_public_bath,https://yuzawaonsen.com/?page_id=62,https://onsen.nifty.com/echigoyuzawa-onsen/onsen001660/kuchikomi/,https://www.jalan.net/kankou/spt_guide000000186837/,湯沢温泉公式で源泉かけ流し、洗い場/休憩室なし系の共同浴場として確認,Nifty/Jalan surfaces exist; showerなし/local etiquette issues visible,0,0,official_and_review_surface_confirmed,ready_for_facility_deep_review_pool_count,源泉かけ流しの強みとシャワー/休憩なしの観光期待差を必ず分離 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://yuzawaonsen.com/?page_id=62 ; https://onsen.nifty.com/echigoyuzawa-onsen/onsen001660/kuchikomi/ ; https://www.jalan.net/kankou/spt_guide000000186837/,tier1_verification_batch_02_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,86,tsukioka-ashiyu-yuashibi,月岡温泉 足湯 湯足美,Yuashibi Footbath,tsukioka,新潟県,footbath_only|ready,Tier 1,footbath,https://www.tsukiokaonsen.gr.jp/chikatabi/spot/?id=spot01,https://www.city.shibata.lg.jp/shisetsu/kanko/kanko/1005082.html,https://www.jalan.net/kankou/spt_15206cc3362094419/kuchikomi/,月岡温泉公式/市ページで無料足湯、8:00-21:00、源泉100%表面を確認,Jalan/Iko-yo surfaces exist; hot water comments visible,0,0,official_and_review_surface_confirmed,footbath_only_keep,footbath_only。月岡の硫黄泉体験を短時間で試す stopover 候補 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.tsukiokaonsen.gr.jp/chikatabi/spot/?id=spot01 ; https://www.city.shibata.lg.jp/shisetsu/kanko/kanko/1005082.html ; https://www.jalan.net/kankou/spt_15206cc3362094419/kuchikomi/ ; https://iko-yo.net/facilities/47863,tier1_verification_batch_02_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,87,wakura-yuttari-park-footbath,和倉温泉 湯っ足りパーク,Wakura Yuttari Park Footbath,wakura,石川県,footbath_only|operation_recheck,Tier 1,footbath,https://www.hot-ishikawa.jp/spot/detail_18425.html,https://ishikawa-nanao.com/yuttaripakuashiyu/,https://iko-yo.net/facilities/81634,石川観光/七尾観光で和倉温泉の足湯公園として確認,Iko-yo and tourism surfaces exist; recent reopening/Pokemon footbath signal requires current check,0,0,tourism_official_surface_confirmed,needs_current_operation_recheck,footbath_only。能登地震後の営業状況・再開情報を最新確認してから掲載 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.hot-ishikawa.jp/spot/detail_18425.html ; https://ishikawa-nanao.com/yuttaripakuashiyu/ ; https://iko-yo.net/facilities/81634,tier1_verification_batch_02_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,98,unazuki-soyu-yumedokoro,宇奈月温泉 総湯 湯めどころ宇奈月,Yumedokoro Unazuki,unazuki,富山県,ready,Tier 1,public_bath_facility,https://yumedokoro-unazuki.jp/,https://www.jalan.net/kankou/spt_guide000000184686/kuchikomi/,https://onsen.nifty.com/unaduki-onsen/onsen012284/kuchikomi/,公式で宇奈月温泉の総湯施設として確認,Jalan/Nifty/4travel/Jorudan surfaces exist,0,0,official_and_multi_review_surface_confirmed,ready_for_facility_deep_review_pool_count,温泉街総湯。観光客の立ち寄りやすさ/設備/混雑/湯温を 확인 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://yumedokoro-unazuki.jp/ ; https://www.jalan.net/kankou/spt_guide000000184686/kuchikomi/ ; https://onsen.nifty.com/unaduki-onsen/onsen012284/kuchikomi/ ; https://4travel.jp/dm_shisetsu/11850841 ; https://sp.jorudan.co.jp/onsen/details/1988/,tier1_verification_batch_02_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,107,katayamazu-machiyu,片山津温泉 総湯,Katayamazu Soyu Machiyu,katayamazu,石川県,ready,Tier 1,public_bath_facility,https://sou-yu.net/,https://www.jalan.net/kankou/spt_17206cd2112071678/kuchikomi/,https://www.hot-ishikawa.jp/spot/detail_4855.html,公式で総湯・森の湯・潟の湯・まちカフェを確認。石川観光で6:00-22:00、大人500円、2025/5/1料金改定を確認,Jalan review surface has local-user etiquette/tourist gap signals; Hot Ishikawa official tourism surface exists,0,0,official_and_review_surface_confirmed,ready_for_facility_deep_review_pool_count,建築/湖景色/安価が強み。石鹸類なし・地元常連文化・湯温高めを注意 신호로 확인 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://sou-yu.net/ ; https://www.jalan.net/kankou/spt_17206cd2112071678/kuchikomi/ ; https://www.hot-ishikawa.jp/spot/detail_4855.html,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,115,awara-ashiyu,芦湯,Ashiyu,awara,福井県,footbath_only|ready,Tier 1,footbath,https://awara.info/cat-sightseeing/%E3%81%82%E3%82%8F%E3%82%89%E6%B8%A9%E6%B3%89%E3%80%8C%E8%8A%A6%E6%B9%AF%E3%80%8D,https://www.jalan.net/kankou/spt_18208cd2112091860/,https://awara.info/,あわら観光協会で無料足湯、総ひのき造り、2種類の泉質の源泉かけ流し、5浴槽、7:00-23:00を確認,"Jalan review surface mentions clean/free footbath, temperature variety and towel vending machine",0,0,tourism_official_and_review_surface_confirmed,footbath_only_keep,footbath_only。北陸新幹線/温泉街回遊の stopover として扱う / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://awara.info/cat-sightseeing/%E3%81%82%E3%82%8F%E3%82%89%E6%B8%A9%E6%B3%89%E3%80%8C%E8%8A%A6%E6%B9%AF%E3%80%8D ; https://www.jalan.net/kankou/spt_18208cd2112091860/ ; https://awara.info/,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_kyushu_tohoku_facility_seed_v0_5_2026-07-03.csv
facility,116,awara-saintpia,セントピアあわら,Saintpia Awara,awara,福井県,ready,Tier 1,public_bath_facility,https://awara-saintpia.jp/,https://onsen.nifty.com/ashihara-onsen/onsen002008/kuchikomi/,https://www.jalan.net/kankou/spt_guide000000226191/,公式で日帰り温泉施設、天の湯/地の湯を確認。Jalanで10:00-23:00、料金800円、無料駐車場表面あり,Nifty has 19 reviews; weak onsen feeling/ordinary bath and price-value signals visible,0,0,official_and_review_surface_confirmed,ready_for_facility_deep_review_pool_count,温泉街の公共日帰り施設。温泉感が弱いレビューと安価/駅近 가치를 같이 확인 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://awara-saintpia.jp/ ; https://onsen.nifty.com/ashihara-onsen/onsen002008/kuchikomi/ ; https://www.jalan.net/kankou/spt_guide000000226191/,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_kyushu_tohoku_facility_seed_v0_5_2026-07-03.csv
facility,120,bessho-ainome-yu,別所温泉 あいそめの湯,Aisome no Yu,bessho,長野県,ready,Tier 1,public_bath_facility,https://www.bessho-spa.jp/aisome/,https://onsen.nifty.com/ueda-onsen/onsen006103/kuchikomi/,https://4travel.jp/dm_shisetsu/11291539,別所温泉観光協会で信州最古の温泉を引き込んだ日帰り温泉施設、岩盤浴ありを確認,"Nifty/4travel surfaces mention good water temperature, cleanliness, lack of towel rental wish, station/parking convenience",0,0,official_and_multi_review_surface_confirmed,ready_for_facility_deep_review_pool_count,別所の日帰り拠点。外湯より駐車しやすい大型施設として温泉臭/設備/タオル/岩盤浴を 확인 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.bessho-spa.jp/aisome/ ; https://onsen.nifty.com/ueda-onsen/onsen006103/kuchikomi/ ; https://onsen.nifty.com/bessho-onsen/detail/ ; https://4travel.jp/dm_shisetsu/11291539,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,142,bessho-ishiyu,別所温泉 石湯,Ishiyu,bessho,長野県,ready,Tier 1,historic_public_bath,https://www.bessho-spa.jp/sight/spa.html,https://onsen.nifty.com/ueda-onsen/onsen005979/kuchikomi/,https://4travel.jp/dm_shisetsu/11554953,別所温泉公式の外湯めぐり対象。石湯は別所の共同浴場/外湯として扱う,"Nifty/4travel/Jalan surfaces mention rock-bath-like indoor bath, simple public bath, common source, circulation/filtering/chlorine info, less distinctive than lodging bath for some users",0,0,official_area_surface_and_review_surface_confirmed,ready_for_facility_deep_review_pool_count,共同浴場。独立した強い観光施設というより外湯めぐりの一部。循環/加水/消毒と温泉感評価を確認 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.bessho-spa.jp/sight/spa.html ; https://onsen.nifty.com/ueda-onsen/onsen005979/kuchikomi/ ; https://4travel.jp/dm_shisetsu/11554953 ; https://www.jalan.net/kankou/spt_guide000000171206/kuchikomi/,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
facility,143,bessho-otsukai-yu,別所温泉 大師湯,Daishiyu,bessho,長野県,ready,Tier 1,historic_public_bath,https://www.bessho-spa.jp/sight/spa.html,https://onsen.nifty.com/ueda-onsen/onsen005980/kuchikomi/,https://www.jalan.net/kankou/spt_guide000000186751/kuchikomi/,別所温泉公式の外湯めぐり対象。大師湯は共同浴場/外湯として扱う,"Nifty/Jalan/4travel surfaces mention very simple small bath, hot water, sulfur/egg smell, local users, no dryer/limited amenities, good as bath-hopping stop",0,0,official_area_surface_and_multi_review_surface_confirmed,ready_for_facility_deep_review_pool_count,共同浴場。施設の豪華さではなく湯の鮮度/硫黄感/簡素さ/ローカル利用を評価する / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.bessho-spa.jp/sight/spa.html ; https://onsen.nifty.com/ueda-onsen/onsen005980/kuchikomi/ ; https://www.jalan.net/kankou/spt_guide000000186751/kuchikomi/ ; https://4travel.jp/dm_shisetsu/11293506,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_facility_batch_e_v0_6_2026-07-03.csv
