kind,queue_rank,slug,name_ja,name_ko_or_en,area_slug,prefecture,candidate_status,initial_tier,property_or_facility_type,official_url,primary_review_or_ota_url,secondary_url,official_bath_or_product_fact,visible_review_pool_observation,directly_read_reviews,onsen_related_direct_reviews,verification_result,next_status_raw,normalization_notes,source_urls,source_verification_file,source_master_file
accommodation,128,echigo-yuzawa-ryugon,ryugon,ryugon,echigo-yuzawa,新潟県,split_needed|ready,Tier 1,luxury ryokan,https://ryugon.co.jp/,https://travel.rakuten.co.jp/HOTEL/176999/review.html,https://www.jalan.net/yad310044/kuchikomi/,公式で温泉とサウナ、古民家ホテル、Villa Suiteに温泉を引き込んだ露天風呂を確認。楽天で六日町温泉の湧出量表面あり,"Rakuten/Jalan surfaces mention nearly private bath, old-house atmosphere, room open-air bath for some suites",0,0,official_and_multi_ota_bath_surface_confirmed,needs_room_type_bath_detail_check,全室客室露天ではない。古民家ホテル体験と温泉/サウナ/客室露天を分離 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://ryugon.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/176999/review.html ; https://travel.rakuten.co.jp/HOTEL/176999/176999_onsen.html ; https://www.jalan.net/yad310044/kuchikomi/,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,129,echigo-yuzawa-takahan,越後湯沢温泉 雪国の宿 高半,Takahan,echigo-yuzawa,新潟県,ready,Tier 1,historic ryokan,https://www.takahan.co.jp/,https://travel.rakuten.co.jp/HOTEL/18332/review.html,https://www.jalan.net/yad323071/,公式で100%天然の源泉かけ流し「卵の湯」を確認,"Rakuten shows 350 marker; Jalan/Rakuten surfaces mention faint sulfur, alkaline smooth feel, uncrowded bath",0,0,official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,卵の湯/源泉かけ流し/硫黄微香/つるつる感が強い。宿泊施設古さと分ける / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.takahan.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/18332/review.html ; https://travel.rakuten.co.jp/HOTEL/18332/18332.html ; https://www.jalan.net/yad323071/,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,130,senami-haginoya,瀬波温泉 瀬波グランドホテル はぎのや,Haginoya,senami,新潟県,ready,Tier 1,ryokan hotel,https://senamionsen.com/,https://travel.rakuten.co.jp/HOTEL/10690/review.html,https://www.jalan.net/yad309190/kuchikomi/,公式で露天風呂付客室、温泉、趣ある露天風呂を確認。楽天で大浴場/サウナ/露天風呂設備を確認,"Rakuten shows 2,928 reviews; Jalan has 2026 reviews praising bath and late bathing",0,0,official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,高レビュー量。3箇所浴場/露天風呂付客室/遅い入浴時間/設備古さを分ける / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://senamionsen.com/ ; https://travel.rakuten.co.jp/HOTEL/10690/review.html ; https://travel.rakuten.co.jp/HOTEL/10690/10690.html ; https://www.jalan.net/yad309190/kuchikomi/,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,131,senami-seiunsou,瀬波温泉 くつろぎの宿 旅館 静雲荘,Seiunsou,senami,新潟県,ready,Tier 1,ryokan,https://www.seiunsou.com/,https://travel.rakuten.co.jp/HOTEL/109406/review.html,https://www.jalan.net/yad310473/,公式/観光協会/Rakutenで瀬波温泉、個室露天風呂付客室、日本海眺望、95度級源泉表面を確認,"Rakuten shows 2,095 review marker; visible reviews mention room indoor/open-air onsen facing Sea of Japan, lukewarm room open-air adjustment, repeated ocean-view bath value",0,0,official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,全13室級の客室風呂/海景色候補。客室内湯・客室露天・貸切露天・大浴場を混同しないで分ける / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.seiunsou.com/ ; https://travel.rakuten.co.jp/HOTEL/109406/review.html ; https://travel.rakuten.co.jp/HOTEL/109406/109406.html ; https://www.jalan.net/yad310473/ ; https://www.sake3.com/spot/1373,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,132,senami-taikanso,瀬波温泉 大観荘せなみの湯,Taikanso Senami no Yu,senami,新潟県,ready,Tier 1,large ryokan,https://www.taikanso.senaminoyu.co.jp/,https://travel.rakuten.co.jp/HOTEL/15218/review.html,https://travel.yahoo.co.jp/00030514/review/,公式/Rakutenで日本海の夕日が湯面に溶け込む渚の露天風呂、大浴場・露天風呂複数、低温サウナ、露天風呂付客室表面を確認,"Rakuten/Yahoo surfaces mention wide open-air bath, sea/sunset view, low-temperature sauna, large building walking burden for elderly",0,0,official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,日本海夕景露天が主価値。大規模館内動線/高齢者負荷と眺望露天を同時に見る / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.taikanso.senaminoyu.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/15218/review.html ; https://travel.rakuten.co.jp/HOTEL/15218/15218.html ; https://travel.yahoo.co.jp/00030514/review/,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,133,tsukioka-kahou,月岡温泉 白玉の湯 華鳳,Kahou,tsukioka,新潟県,ready,Tier 1,luxury ryokan,https://www.kahou.com/onsen/,https://travel.rakuten.co.jp/HOTEL/32388/review.html,https://travel.rakuten.co.jp/HOTEL/32388/32388.html,公式で自家源泉「白玉の湯」、硫黄泉、エメラルドグリーン、美肌、回遊式露天風呂、岩風呂・檜風呂・寝湯・腰掛湯を確認,"Rakuten surface shows 2026 reviews mentioning emerald-green sulfur smell, room open-air/night view, large clean luxury stay",0,0,official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,月岡の代表的な硫黄/エメラルド/美肌候補。大浴場水色・硫黄臭・客室露天を分けて深掘り / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.kahou.com/onsen/ ; https://www.kahou.com/ ; https://travel.rakuten.co.jp/HOTEL/32388/review.html ; https://travel.rakuten.co.jp/HOTEL/32388/32388.html,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,134,tsukioka-senkei,月岡温泉 摩周,Mashu,tsukioka,新潟県,ready,Tier 1,ryokan,https://www.masyuu.co.jp/onsen/,https://travel.rakuten.co.jp/HOTEL/80539/review.html,https://www.masyuu.co.jp/,公式で月岡温泉の硫黄泉・弱アルカリ性・総硫黄量全国2位・エメラルドグリーン湯色・美人の湯を確認,"Rakuten 2026 reviews mention smooth skin water texture, high bath satisfaction, quiet renovated lodging; access shuttle constraint also appears",0,0,official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,高評価小規模高級宿。泉質スベスベ/硫黄/アクセス制約を拾う / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.masyuu.co.jp/onsen/ ; https://www.masyuu.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/80539/review.html ; https://travel.rakuten.co.jp/HOTEL/80539/80539.html,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,135,wakura-kagaya,和倉温泉 加賀屋,Kagaya,wakura,石川県,hold|operation_recheck,Tier 1,luxury ryokan,https://www.kagaya.co.jp/,https://www.kagaya.co.jp/information/detail.php?id=814,https://www.kagaya.co.jp/sp/information/detail.php?id=814,公式で令和6年能登半島地震後の休業と再建計画を確認。加賀屋は2027年度末営業再開予定、場所変更・約40室予定,Current review collection should not proceed as ordinary operating ryokan; legacy reviews exist but present product is unavailable/rebuilding,0,0,official_currently_closed_rebuild_plan_confirmed,hold_until_reopening_then_reverify,全国知名度はTier1だが現時点では営業中宿として扱わない。再開後に新施設として再検証必須 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.kagaya.co.jp/ ; https://www.kagaya.co.jp/information/detail.php?id=814 ; https://www.kagaya.co.jp/sp/information/detail.php?id=814,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,136,yamanaka-kagari-kisshotei,山中温泉 かがり吉祥亭,Kagari Kisshotei,yamanaka,石川県,ready,Tier 1,ryokan,https://kagari-kisshotei.com/,https://travel.rakuten.co.jp/HOTEL/68251/review.html,https://www.jalan.net/yad325818/shisetu/,公式/Jalanで鶴仙渓を望む露天風呂、天然温泉、大浴場、渓流露天、温泉内風呂付客室、有料貸切風呂を確認,"Rakuten shows 1,710 review marker; visible reviews mention room onsen, public open-air view, and paid private baths",0,0,official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,渓谷露天と貸切風呂、温泉内風呂付客室を分離。コスパ/特典評価と浴場評価が混ざりやすい / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://kagari-kisshotei.com/ ; https://travel.rakuten.co.jp/HOTEL/68251/review.html ; https://travel.rakuten.co.jp/HOTEL/68251/68251.html ; https://www.jalan.net/yad325818/shisetu/,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,137,yamanaka-kayotei,山中温泉 花紫,Hanamurasaki,yamanaka,石川県,ready,Tier 1,luxury ryokan,https://www.hana-mura.com/,https://www.ikyu.com/00001325/review/,https://travel.yahoo.co.jp/00001325/review/,公式で北陸随一の眺望をうたう露天風呂、サウナ付き客室、文化サロン型高級旅館表面を確認,"Ikkyu/Yahoo surfaces mention quiet rooms, public/open-air baths often uncrowded, some room open-air availability, separate-floor open-air inconvenience",0,0,official_and_multi_review_surface_confirmed,ready_for_deep_review_pool_count,高級旅館。大浴場が空きやすい信号と客室露天/サウナ付き客室、露天風呂動線を分ける / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.hana-mura.com/ ; https://www.ikyu.com/00001325/review/ ; https://travel.yahoo.co.jp/00001325/review/ ; https://www.jtb.co.jp/kokunai-hotel/htl/5368026/review/,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,138,yamanaka-kissho-yamanaka,山中温泉 吉祥やまなか,Kissho Yamanaka,yamanaka,石川県,ready,Tier 1,ryokan,https://kissho-yamanaka.com/,https://travel.rakuten.co.jp/HOTEL/67124/review.html,https://www.jalan.net/yad322948/kuchikomi/,公式で渓流露天、貸切風呂、展望風呂付客室、天然温泉を確認,"Rakuten/Jalan/Yahoo surfaces mention public bath and private bath satisfaction, room onsen, and view bath; review volume appears usable",0,0,official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,貸切風呂と客室展望風呂の区別が重要。誕生日/記念日サービス評価と温泉評価を切り分ける / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://kissho-yamanaka.com/ ; https://travel.rakuten.co.jp/HOTEL/67124/review.html ; https://www.jalan.net/yad322948/kuchikomi/ ; https://travel.yahoo.co.jp/00001717/review/,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,139,yamashiro-araya-totoan,山代温泉 あらや滔々庵,Araya Totoan,yamashiro,石川県,ready,Tier 1,luxury ryokan,https://www.araya-totoan.com/,https://www.ikyu.com/00001580/,https://travel.rakuten.co.jp/HOTEL/187584/review.html,公式で前田家歴代藩主入湯の宿、源泉が滔々と溢れる大浴場と露天風呂を確認,"Ikkyu/Rakuten surfaces mention quiet luxury stay, pleasant onsen, half-open-air room bath; Rakuten visible review count is smaller but high-value text exists",0,0,official_and_multi_review_surface_confirmed,ready_for_deep_review_pool_count,山代の老舗源泉系候補。高級少数レビューなので量より公式源泉主張と浴場別レビューを丁寧に読む / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.araya-totoan.com/ ; https://www.ikyu.com/00001580/ ; https://travel.rakuten.co.jp/HOTEL/187584/review.html ; https://travel.rakuten.co.jp/HOTEL/187584/187584.html,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,140,yamashiro-beniya-mukayu,山代温泉 べにや無何有,Beniya Mukayu,yamashiro,石川県,ready,Tier 1,luxury ryokan,https://mukayu.com/,https://www.ikyu.com/00001145/,https://travel.yahoo.co.jp/00001145/review/,公式/Ikkyu surfaceで山庭を囲む高級宿、全室露天風呂付として確認,"Ikkyu/Yahoo/blog surfaces mention room bath, forest view stay, skin-smooth water, but Yahoo review includes not source-flow disappointment",0,0,official_and_multi_review_surface_confirmed,ready_for_deep_review_pool_count,全室露天風呂付の強い候補。ただし源泉かけ流しではないというレビュー信号があるため弱オンセン感/循環系を必ず確認 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://mukayu.com/ ; https://www.ikyu.com/00001145/ ; https://travel.yahoo.co.jp/00001145/review/ ; https://konyaqoo.blog.fc2.com/blog-entry-1639.html,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,141,yamashiro-rurikoh,山代温泉 瑠璃光,Rurikoh,yamashiro,石川県,ready,Tier 1,ryokan hotel,https://rurikoh.jp/spa/,https://travel.rakuten.co.jp/HOTEL/6191/review.html,https://www.jalan.net/yad344540/shisetu/,公式/Jalanで大浴場、露天風呂、5つの貸切露天風呂、足湯、貸切露天50分3300円要予約を確認,Rakuten/Jalan surfaces mention large bath/open-air/private bath variety; official and third-party surfaces indicate many bath products but source-flow is not a core claim,0,0,official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,大浴場/露天/貸切露天/足湯が多い山代大型宿。客室露天は部屋タイプ別で温泉有無が分かれる可能性があるため要分離 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://rurikoh.jp/spa/ ; https://rurikoh.jp/ ; https://travel.rakuten.co.jp/HOTEL/6191/review.html ; https://travel.rakuten.co.jp/HOTEL/6191/6191.html ; https://www.jalan.net/yad344540/shisetu/,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,142,yamashiro-yunokuni-tensyo,山代温泉 ゆのくに天祥,Yunokuni Tensyo,yamashiro,石川県,ready,Tier 1,large ryokan,https://yunokunitensyo.jp/,https://travel.rakuten.co.jp/HOTEL/1616/review.html,https://travel.rakuten.co.jp/HOTEL/1616/1616.html,公式で自家源泉と引湯温泉の2つ、3つの大浴場、一泊三湯十八ゆめぐり、サウナ・露天風呂を確認,Rakuten visible reviews mention very large baths and high bath satisfaction; large family-friendly hotel surface also appears,0,0,official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,大規模温泉ホテル。3大浴場/18湯/自家源泉+引湯/家族需要を分ける / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://yunokunitensyo.jp/ ; https://travel.rakuten.co.jp/HOTEL/1616/review.html ; https://travel.rakuten.co.jp/HOTEL/1616/1616.html,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,149,nozawa-grand-hotel,野沢温泉 野沢グランドホテル,Nozawa Grand Hotel,nozawa,長野県,ready,Tier 1,ryokan hotel,https://www.nozawagrand.com/,https://travel.rakuten.co.jp/HOTEL/32185/review.html,https://www.jalan.net/yad332775/,公式/Jalanで温泉かけ流し露天風呂、絶景展望露天風呂、露天風呂付客室を確認,"Jalan shows 513 review marker and bath rating 4.5; Rakuten visible review mentions hot source, room open-air smaller than photo, dilution concern",0,0,official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,展望露天/客室露天/源泉熱さ/加水もったいない信号を分ける / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.nozawagrand.com/ ; https://travel.rakuten.co.jp/HOTEL/32185/review.html ; https://www.jalan.net/yad332775/,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,150,nozawa-kawamotoya,野沢温泉 河一屋旅館,Kawamotoya,nozawa,長野県,ready,Tier 1,ryokan,https://kawaichiya.jp/,https://www.jalan.net/yad323621/kuchikomi/,https://travel.yahoo.co.jp/00030157/review/,公式で野沢温泉では数少ない泉質の異なる2種類の源泉、真湯・麻釜を楽しめる旅館として確認,"Jalan/Yahoo surfaces mention room open-air bath with Mayu source, yuno-hana, room onsen smell, comfortable small ryokan and family use",0,0,official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,2源泉・客室露天・外湯アクセスを分ける。野沢らしい熱さ/硫黄/湯の花を確認 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://kawaichiya.jp/ ; https://www.jalan.net/yad323621/kuchikomi/ ; https://travel.yahoo.co.jp/00030157/review/ ; https://www.agoda.com/ja-jp/nozawa-onsen-kawaichiya-ryokan/hotel/nagano-jp.html,tier1_verification_batch_03_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
accommodation,151,nozawa-sakaya,野沢温泉 旅館さかや,Ryokan Sakaya,nozawa,長野県,ready,Tier 1,ryokan,https://www.ryokan-sakaya.co.jp/,https://travel.rakuten.co.jp/HOTEL/18419/review.html,https://www.jalan.net/yad321200/,公式/Rakutenで自家源泉「鷹の湯」、敷地内から自然湧出、掛け流し、天然硫黄泉、加温加水なし表面を確認,"Rakuten/Jalan surfaces mention excellent water, traditional bath, hot sulfur Nozawa source, food/service reviews mixed with bath value",0,0,official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,野沢の自家源泉宿。外湯ではなく宿内自家源泉の価値、熱さ、硫黄、加水なし主張を分離 / 직접 리뷰 카운트와 플랫폼상 리뷰풀은 분리 유지.,https://www.ryokan-sakaya.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/18419/review.html ; https://travel.rakuten.co.jp/HOTEL/18419/18419.html ; https://www.jalan.net/yad321200/,tier1_verification_batch_04_complete_v0_1_2026-07-03.csv,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
