kind,queue_rank,slug,name_ja,area_slug,prefecture,official_url,primary_review_or_ota_url,secondary_url,official_bath_or_product_fact,visible_review_pool_observation,verification_result,next_status,notes,source_urls
accommodation,16,gero-shogetsu,下呂温泉 今宵 天空に遊ぶ しょうげつ,gero,岐阜県,https://www.shougetsu.jp/,https://travel.rakuten.co.jp/HOTEL/4732/4732.html,https://travel.yahoo.co.jp/00000864/,公式で宿泊施設確認。Rakutenで大浴場/露天風呂あり、Yahooで内風呂と露天風呂および貸切露天風呂を確認,Rakuten visible 556 reviews; Yahoo visible 133 reviews in search surfaces,official_and_review_surface_confirmed,ready_for_deep_review_pool_count,客室露天の有無는 OTA별 표현을 더 확인해야 함.,https://www.shougetsu.jp/ ; https://travel.rakuten.co.jp/HOTEL/4732/4732.html ; https://travel.yahoo.co.jp/00000864/
accommodation,17,gero-suihoen,下呂温泉 懐石宿 水鳳園,gero,岐阜県,https://www.e-onsen.co.jp/,https://www.gero-spa.or.jp/search/20.html,https://www.e-onsen.co.jp/room/kochoran.php,公式で全15室中露天風呂付客室8室を確認。旅館協同組合で全16室中露天風呂付9室と表記差あり,review count not locked,official_bath_detail_confirmed_with_count_diff,needs_room_count_recheck,室数表記が公式/協会で差分。객실탕 유무 자체는強いが 최신 객실수 확인 필요.,https://www.e-onsen.co.jp/ ; https://www.gero-spa.or.jp/search/20.html ; https://www.e-onsen.co.jp/room/kochoran.php
accommodation,18,gero-tsukinoakari,下呂温泉 離れの宿 月のあかり,gero,岐阜県,https://www.gero-kanko.co.jp/tsukinoakari/,https://www.jalan.net/uw/uwp3000/uww3001.do?yadNo=323084,,離れ宿として候補だが今回検索表面では十分な公式 bath detail を未固定,review count not locked,identity_probable_bath_detail_unlocked,needs_official_bath_detail_check,公式 하위 페이지 직접 확인 필요. 이번 확장에서는 보류성 확인.,https://www.gero-kanko.co.jp/tsukinoakari/
accommodation,19,gero-yunoshimakan,下呂温泉 湯之島館,gero,岐阜県,https://www.yunoshimakan.co.jp/,https://www.ikyu.com/00001193/,,公式宿泊施設 확인. 문화재급 숙소로 대욕장/客室風呂 detail은 다음 확인 필요,review count not locked,official_identity_confirmed,needs_bath_detail_and_review_pool_count,고급/역사성은 강하지만 객실탕 신호는 별도 확인 필요.,https://www.yunoshimakan.co.jp/ ; https://www.ikyu.com/00001193/
accommodation,20,kurokawa-gekkoujyu,黒川温泉御処 月洸樹,kurokawa,熊本県,https://gekkoujyu.com/,https://www.ikyu.com/00002369/,https://www.kurokawaonsen.or.jp/oyado/innInfo.php?intYKey=33,公式/黒川温泉公式で8棟のみ・露天風呂・源泉掛け流し 신호 확인,Ikkyu visible 56 reviews in search surface,official_and_review_surface_confirmed,ready_for_deep_review_pool_count,고급 객실노천형으로 Tier 1 유지.,https://gekkoujyu.com/ ; https://www.ikyu.com/00002369/ ; https://www.kurokawaonsen.or.jp/oyado/innInfo.php?intYKey=33
accommodation,21,kurokawa-kiyashiki,黒川温泉 いやしの里 樹やしき,kurokawa,熊本県,https://kiyashiki.com/room/,https://www.jalan.net/yad318007/,https://www.kurokawaonsen.or.jp/oyado/innInfo.php?intYKey=5,公式客室ページで内湯+露天風呂付き客室を確認。黒川温泉公式でも露天風呂付き離れを確認,Jalan visible 4.9 surface but count not locked,official_and_ota_surface_confirmed,needs_review_pool_count,日帰り側ではメンテ利用不可表示あり. 숙박과 당일입욕 분리.,https://kiyashiki.com/room/ ; https://www.jalan.net/yad318007/ ; https://www.kurokawaonsen.or.jp/oyado/innInfo.php?intYKey=5
accommodation,22,kurokawa-kounoyu,黒川温泉 こうの湯,kurokawa,熊本県,https://www.kounoyu.jp/,https://www.kounoyu.jp/spa02.html,https://onsen.nifty.com/kurokawaonsen-onsen/onsen004410/,公式で日帰り可能な男女別露天「森の湯」・立ち湯を確認。Nifty surface says all 9 rooms have open-air bath,review count not locked,official_and_facility_surface_confirmed,needs_room_bath_detail_recheck,숙박 객실露天과日帰り森の湯 모두 있어 모델 분리 필요.,https://www.kounoyu.jp/ ; https://www.kounoyu.jp/spa02.html ; https://onsen.nifty.com/kurokawaonsen-onsen/onsen004410/
accommodation,23,kurokawa-kurokawaso,黒川温泉 黒川荘,kurokawa,熊本県,https://www.kurokawaso.com/,https://www.kurokawaonsen.or.jp/oyado/innInfo.php?intYKey=7,https://www.kurokawaonsen.or.jp/nyuyoku/,公式宿泊施設 확인. 黒川温泉日帰り状況で6/15-7/15メンテ休館告知あり,review count not locked,official_identity_with_operation_notice,needs_current_operation_recheck,현재 운영/メンテ 표시가 있어 예약/방문 전 최신 확인 필수.,https://www.kurokawaso.com/ ; https://www.kurokawaonsen.or.jp/oyado/innInfo.php?intYKey=7 ; https://www.kurokawaonsen.or.jp/nyuyoku/
accommodation,24,kurokawa-okunoyu,黒川温泉 旅館奥の湯,kurokawa,熊本県,https://www.okunoyu.com/,https://www.okunoyu.com/spa/,https://www.kurokawaonsen.or.jp/nyuyoku/,公式で大浴場・洞窟風呂・女性専用露天・貸切風呂などを確認。外来入浴再開/休館お知らせあり,review count not locked,official_bath_surface_confirmed,needs_current_operation_and_review_pool_count,公式に日帰り可風呂と宿泊者限定時間が 섞여 있어 세부 운영 확인 필요.,https://www.okunoyu.com/ ; https://www.okunoyu.com/spa/ ; https://www.kurokawaonsen.or.jp/nyuyoku/
facility,1,arima-kin-no-yu,有馬本温泉 金の湯,arima,兵庫県,https://arimaspa-kingin.jp/,https://www.feel-kobe.jp/facilities/0000000063/,https://onsen.nifty.com/arimaonsen-onsen/onsen005630/,공식/관광 표면에서 금泉 외탕 및 무료 족욕 병설 신호 확인,Nifty review surface exists but count not locked,official_and_review_surface_confirmed,ready_for_facility_review_pool_count,아리마 시설형 핵심 후보. 혼잡/대기/온도/관광객 기대차 확인 필요.,https://arimaspa-kingin.jp/ ; https://www.feel-kobe.jp/facilities/0000000063/ ; https://onsen.nifty.com/arimaonsen-onsen/onsen005630/
facility,2,arima-suzurannoyu,有馬街道温泉すずらんの湯,arima,兵庫県,https://suzurannoyu.jp/,https://onsen.nifty.com/arimaonsen-onsen/onsen006827/,https://page.line.me/317bckhc,공식에서 신戸最大級露天風呂와 日帰り温泉 정체성 확인,Nifty review surface exists but count not locked,official_and_review_surface_confirmed,ready_for_facility_review_pool_count,대형 당일온천형. 가격/혼잡/암반욕/요모기찜 등 상품 분리 필요.,https://suzurannoyu.jp/ ; https://onsen.nifty.com/arimaonsen-onsen/onsen006827/ ; https://page.line.me/317bckhc
facility,3,arima-taikounoyu,有馬温泉 太閤の湯,arima,兵庫県,https://www.taikounoyu.com/,https://onsen.nifty.com/arimaonsen-onsen/onsen003229/,https://www.arima-onsen.com/pickup/59/996/,공식/관광 표면에서 金泉 포함 26종 욕장·岩盤浴 복합시설 확인,Nifty shows current 2026 review bodies in search/opened surface,official_and_review_surface_confirmed,ready_for_deep_facility_sampling,시설형 데이터 가치 큼. 혼잡·쿠폰·주차·체류시간·암반욕 신호를 별도 태그.,https://www.taikounoyu.com/ ; https://onsen.nifty.com/arimaonsen-onsen/onsen003229/ ; https://www.arima-onsen.com/pickup/59/996/
facility,4,kinosaki-goshono-yu,城崎温泉 御所の湯,kinosaki,兵庫県,https://kinosaki-spa.gr.jp/about/spa/,https://kinosaki-spa.gr.jp/congestion/,,기노사키 7외탕 공식 페이지에 포함. 공통泉質/온도와 외탕패스 정보 확인,review count not checked; official congestion page exists,official_route_confirmed,needs_individual_review_pool_count,개별 외탕 URL/지도 URL 분리가 필요. 현재 운영/혼잡 페이지는 매우 중요.,https://kinosaki-spa.gr.jp/about/spa/ ; https://kinosaki-spa.gr.jp/congestion/
facility,5,kinosaki-ichino-yu,城崎温泉 一の湯,kinosaki,兵庫県,https://kinosaki-spa.gr.jp/about/spa/,https://kinosaki-spa.gr.jp/congestion/,https://kinosaki-onsen.wixsite.com/kinosaki-onsen,기노사키 7외탕 공식 페이지에 포함. 가족風呂 이용중지 신호는 별도 운영공지 표면에서 확인,review count not checked; official congestion page exists,official_route_confirmed,needs_individual_review_pool_count,가족탕 이용중지 같은 운영 신호가 서비스 가치 높음. 최신 공식성 재확인 필요.,https://kinosaki-spa.gr.jp/about/spa/ ; https://kinosaki-spa.gr.jp/congestion/ ; https://kinosaki-onsen.wixsite.com/kinosaki-onsen
facility,6,kinosaki-jizou-yu,城崎温泉 地蔵湯,kinosaki,兵庫県,https://kinosaki-spa.gr.jp/about/spa/,https://kinosaki-spa.gr.jp/congestion/,https://kinosaki-onsen.wixsite.com/kinosaki-onsen,기노사키 7외탕 공식 페이지에 포함. 가족風呂 이용중지 신호는 별도 운영공지 표면에서 확인,review count not checked; official congestion page exists,official_route_confirmed,needs_individual_review_pool_count,일의탕과 함께 가족탕 혼선 가능성 확인 필요.,https://kinosaki-spa.gr.jp/about/spa/ ; https://kinosaki-spa.gr.jp/congestion/ ; https://kinosaki-onsen.wixsite.com/kinosaki-onsen
facility,7,kinosaki-kouno-yu,城崎温泉 鴻の湯,kinosaki,兵庫県,https://kinosaki-spa.gr.jp/about/spa/,https://kinosaki-spa.gr.jp/congestion/,,기노사키 7외탕 공식 페이지에 포함. 혼잡상황/휴탕 상태 확인 가능한 공식 페이지 존재,review count not checked; official congestion page exists,official_route_confirmed,needs_individual_review_pool_count,휴탕/혼잡 변동성이 커서 최신 운영 확인 필수.,https://kinosaki-spa.gr.jp/about/spa/ ; https://kinosaki-spa.gr.jp/congestion/
facility,8,kinosaki-mandara-yu,城崎温泉 まんだら湯,kinosaki,兵庫県,https://kinosaki-spa.gr.jp/about/spa/,https://kinosaki-spa.gr.jp/congestion/,,기노사키 7외탕 공식 페이지에 포함. 외탕패스 및 공식 혼잡상황 페이지 존재,review count not checked; official congestion page exists,official_route_confirmed,needs_individual_review_pool_count,개별 지도 URL과 리뷰풀 분리 필요.,https://kinosaki-spa.gr.jp/about/spa/ ; https://kinosaki-spa.gr.jp/congestion/
facility,9,kinosaki-satono-yu,城崎温泉 さとの湯,kinosaki,兵庫県,https://kinosaki-spa.gr.jp/about/spa/,https://kinosaki-spa.gr.jp/congestion/,,기노사키 7외탕 공식 페이지에 포함. 외탕패스 및 공식 혼잡상황 페이지 존재,review count not checked; official congestion page exists,official_route_confirmed,needs_individual_review_pool_count,역앞 대형 외탕으로 별도 리뷰풀 가치 큼.,https://kinosaki-spa.gr.jp/about/spa/ ; https://kinosaki-spa.gr.jp/congestion/
facility,10,kinosaki-yanagi-yu,城崎温泉 柳湯,kinosaki,兵庫県,https://kinosaki-spa.gr.jp/about/spa/,https://kinosaki-spa.gr.jp/congestion/,,기노사키 7외탕 공식 페이지에 포함. 외탕패스 및 공식 혼잡상황 페이지 존재,review count not checked; official congestion page exists,official_route_confirmed,needs_individual_review_pool_count,소형 외탕일 가능성이 있어 혼잡/대기 리뷰 신호를 별도 확인.,https://kinosaki-spa.gr.jp/about/spa/ ; https://kinosaki-spa.gr.jp/congestion/
facility,11,kurokawa-kounoyu-dayuse,こうの湯 日帰り入浴,kurokawa,熊本県,https://www.kounoyu.jp/spa02.html,https://www.kurokawaonsen.or.jp/nyuyoku/,https://onsen.nifty.com/kurokawaonsen-onsen/onsen004410/,公式で日帰り利用 8:30-21:00・大人600円・入湯手形利用可を確認。黒川温泉公式では最終受付20:30・700円表面あり,Nifty surface exists; count not locked,official_dayuse_confirmed_with_price_diff,needs_current_price_recheck,料金が公式施設ページ600円/黒川公式700円で差分. 최신料金確認 필요.,https://www.kounoyu.jp/spa02.html ; https://www.kurokawaonsen.or.jp/nyuyoku/ ; https://onsen.nifty.com/kurokawaonsen-onsen/onsen004410/
facility,12,kurokawa-kurokawaso-dayuse,黒川荘 日帰り入浴,kurokawa,熊本県,https://www.kurokawaso.com/,https://www.kurokawaonsen.or.jp/nyuyoku/,https://www.yukoyuko.net/onsen/spot/h0000514,公式/黒川温泉日帰り状況で日帰り候補だがメンテ休館告知あり. 旧外部ページは600円等の古い可能性あり,review count not locked,operation_notice_confirmed,hold_until_current_operation_clear,日帰り候補としては休館/料金差分を 먼저 해소해야 함.,https://www.kurokawaso.com/ ; https://www.kurokawaonsen.or.jp/nyuyoku/ ; https://www.yukoyuko.net/onsen/spot/h0000514
facility,13,kurokawa-senomoto-kogen-dayuse,瀬の本高原ホテル 日帰り入浴,kurokawa,熊本県,https://hotel.senomoto.com/spa/,https://www.kurokawaonsen.or.jp/nyuyoku/,https://hotel.senomoto.com/news/20240926-473.html,公式で露天風呂・展望大浴場・貸切風呂を確認。黒川温泉公式で15:00-21:00/最終20:30 표면 확인,review count not locked,official_dayuse_surface_confirmed,needs_review_pool_count,公式ホテル告知と黒川公式で時間差の可能性あり. 최신 운영 확인 필요.,https://hotel.senomoto.com/spa/ ; https://www.kurokawaonsen.or.jp/nyuyoku/ ; https://hotel.senomoto.com/news/20240926-473.html
facility,14,unzen-yokayuu,雲仙よか湯,unzen,長崎県,https://www.unzen-yokayuu.com/,https://unzenonsen.unzen.org/daytrip/,,公式 URL 후보 확인 필요. 운젠 관광 daytrip 표면으로 당일온천 후보 식별,review count not locked,source_surface_probable,needs_official_site_open_check,이번 확장에서는 URL 후보만 확보. 공식 본문 확인 필요.,https://www.unzen-yokayuu.com/ ; https://unzenonsen.unzen.org/daytrip/
facility,15,ibusuki-kokoro-no-yu,指宿こころの湯,ibusuki,鹿児島県,https://ibusukikokoro.jp/,https://www.kagoshima-kankou.com/guide/10679,,公式 URL 후보 확인. 대형 당일온천/숙박 병설 가능성 있어 시설·숙박 분리 필요,review count not locked,source_surface_probable,needs_official_product_detail_check,시설형으로 유지하되 숙박 상품과 혼동 주의.,https://ibusukikokoro.jp/ ; https://www.kagoshima-kankou.com/guide/10679
facility,16,ibusuki-saraku,砂むし会館 砂楽,ibusuki,鹿児島県,https://www.ibusuki-saraku.jp/ja,https://www.ibusuki.or.jp/spa/sunamushi/saraku/,,公式で砂むし会館として確認済み. 이부스키 대표 모래찜질 시설,review count not locked,official_identity_confirmed,needs_review_pool_count,대기/마감/복장/샤워/수건 신호를 시설형 모델로 수집.,https://www.ibusuki-saraku.jp/ja ; https://www.ibusuki.or.jp/spa/sunamushi/saraku/
facility,17,kusatsu-gozanoyu,御座之湯,kusatsu,群馬県,https://onsen-kusatsu.com/gozanoyu/,https://www.kusatsu-onsen.ne.jp/information/1809.php,,公式で湯畑源泉・万代源泉の2源泉と木之湯/石之湯を確認. 料金改定告知あり,review count not locked,official_product_and_price_notice_confirmed,needs_review_pool_count,料金改定일이 있어 최신 요금 확인 중요.,https://onsen-kusatsu.com/gozanoyu/ ; https://www.kusatsu-onsen.ne.jp/information/1809.php
facility,18,gero-kua-garden,クアガーデン露天風呂,gero,岐阜県,https://gero-onsen.com/kua-garden-rotenburo/,https://www.city.gero.lg.jp/site/kanko/1226.html,,公式/下呂市で日帰り露天温泉施設 확인. 市ページで営業時間・料金・定休日・同一泉質管理 신호 확인,review count not locked,official_and_municipal_surface_confirmed,needs_review_pool_count,下呂市ページ가 운영 기본정보에 유용.,https://gero-onsen.com/kua-garden-rotenburo/ ; https://www.city.gero.lg.jp/site/kanko/1226.html
facility,19,gero-sachinoyu,幸乃湯,gero,岐阜県,https://gero-sachinoyu.com/,https://www.gero-spa.or.jp/search/22.html,,公式で日帰り入浴/銭湯형 7種風呂를 확인. 家族風呂は老朽化等で休止中と公式記載,review count not locked,official_product_and_closure_notice_confirmed,needs_review_pool_count,가족탕 후보였으나 현재 휴止. 시설 신호에서 큰 주의점.,https://gero-sachinoyu.com/ ; https://www.gero-spa.or.jp/search/22.html
facility,20,gero-shirasagi,白鷺の湯,gero,岐阜県,https://gero-onsen.com/shirasagi-no-yu/,https://www.city.gero.lg.jp/site/kanko/1226.html,,公式 URL 후보와 下呂市 당일입욕시설 페이지로 공중탕 후보 확인,review count not locked,source_surface_probable,needs_official_site_open_check,공식 개별 페이지 본문 추가 확인 필요.,https://gero-onsen.com/shirasagi-no-yu/ ; https://www.city.gero.lg.jp/site/kanko/1226.html
facility,21,hakone-yunessun-morinoyu,箱根小涌園ユネッサン 森の湯,hakone,神奈川県,https://www.yunessun.com/morinoyu/,https://www.yunessun.com/,https://www.hakone-hotelkowakien.jp/yunessun.html,公式で日帰り本格温泉「森の湯」・露天風呂/内湯/サウナを確認,review count not locked,official_product_surface_confirmed,needs_review_pool_count,ユネッサン(水着エリア)와 森の湯(裸浴) 분리 필요.,https://www.yunessun.com/morinoyu/ ; https://www.yunessun.com/ ; https://www.hakone-hotelkowakien.jp/yunessun.html
facility,22,kusatsu-ohtakinoyu,大滝乃湯,kusatsu,群馬県,https://onsen-kusatsu.com/ohtakinoyu/,https://www.kusatsu-onsen.ne.jp/information/1809.php,,公式で煮川源泉・大浴場・露天風呂・合わせ湯・貸切風呂를 확인. 料金改定告知あり,review count not locked,official_product_and_price_notice_confirmed,needs_review_pool_count,合わせ湯 온도/혼잡/初心者 기대차 수집 가치 큼.,https://onsen-kusatsu.com/ohtakinoyu/ ; https://www.kusatsu-onsen.ne.jp/information/1809.php
facility,23,atami-fuua,オーシャンスパ Fuua,atami,静岡県,https://www.atamibayresort.com/fuua/,https://www.ataminews.gr.jp/spot/717,https://www.instagram.com/oceanspafuua_official/,公式/熱海観光で絶景露天立ち湯・岩盤浴・休憩ラウンジ・カフェ를 확인. 料金/休館日 표면 확인,review count not locked,official_and_tourism_surface_confirmed,needs_review_pool_count,대형 온천시설형. 가격/휴식공간/혼잡 신호를 분리.,https://www.atamibayresort.com/fuua/ ; https://www.ataminews.gr.jp/spot/717 ; https://www.instagram.com/oceanspafuua_official/
