kind,queue_rank,slug,name_ja,area_slug,prefecture,official_url,primary_review_or_ota_url,secondary_url,official_bath_or_product_fact,visible_review_pool_observation,verification_result,next_status,notes,source_urls
accommodation,35,hakone-kowakien-tenyu,箱根小涌園 天悠,hakone,神奈川県,https://www.ten-yu.com/,https://www.hakone.or.jp/3676,https://www.hakone-ryokan.or.jp/search/01389/,公式で全客室温泉露天風呂付きと大浴場「浮雲の湯」を確認. 箱ぴたで150室すべて露天風呂付きと確認,review count not locked,official_and_association_bath_surface_confirmed,needs_review_pool_count,"대형 전실노천 숙소. 리뷰풀 볼륨 클 가능성 높음.",https://www.ten-yu.com/ ; https://www.hakone.or.jp/3676 ; https://www.hakone-ryokan.or.jp/search/01389/
accommodation,36,hakone-matsuzakaya,箱根の名湯 松坂屋本店,hakone,神奈川県,https://kinnotake-resorts.com/matsuzakayahonten/?lang=ja,https://kinnotake-resorts.com/matsuzakayahonten/room/,https://www.hakone-ryokan.or.jp/search/00557/,公式で全21室・露天風呂付客室/離れ/メゾネット等を確認。箱ぴたで一部温泉付客室・貸切風呂5・源泉かけ流しを確認,review count not locked,official_and_association_bath_surface_confirmed,needs_review_pool_count,"全室温泉付ではなく一部温泉付客室. 貸切風呂와 구분.",https://kinnotake-resorts.com/matsuzakayahonten/?lang=ja ; https://kinnotake-resorts.com/matsuzakayahonten/room/ ; https://www.hakone-ryokan.or.jp/search/00557/
accommodation,37,hakone-suisyoen,箱根・翠松園,hakone,神奈川県,https://www.hakonesuishoen.jp/,https://www.hakone-ryokan.or.jp/search/00512/,https://www.hakone.or.jp/325,公式で自家源泉の客室露天風呂を確認。箱ぴたで全23室源泉掛け流し自家源泉露天風呂を確認,review count not locked,official_and_tourism_bath_surface_confirmed,needs_review_pool_count,"전실 스위트 객실노천형. 대욕장/사우나도 별도.",https://www.hakonesuishoen.jp/ ; https://www.hakone-ryokan.or.jp/search/00512/ ; https://www.hakone.or.jp/325
accommodation,38,hakone-yama-no-chaya,山の茶屋,hakone,神奈川県,https://yamanochaya.com/,https://yamanochaya.com/room/,https://www.hakone-ryokan.or.jp/search/00502/,公式で自家源泉を四つの風呂と客室露天風呂に注ぐと確認。箱ぴたで温泉付客室11室・一部客室露天あり確認,review count not locked,official_and_association_bath_surface_confirmed,needs_review_pool_count,"一部客室露天형.全室扱い 금지.",https://yamanochaya.com/ ; https://yamanochaya.com/room/ ; https://www.hakone-ryokan.or.jp/search/00502/
accommodation,39,hakone-yuyado-zen,箱根湯宿 然-ZEN-,hakone,神奈川県,https://www.hakone-zen.com/,https://www.hakone-zen.com/room/index.html,https://www.hakone-ryokan.or.jp/blog/10772.html,公式で全10室半露天風呂付き・天然かけ流しにごり湯を確認,review count not locked,official_bath_surface_confirmed,needs_review_pool_count,"半露天風呂를 객실노천과 별도 세부표현으로 유지.",https://www.hakone-zen.com/ ; https://www.hakone-zen.com/room/index.html ; https://www.hakone-ryokan.or.jp/blog/10772.html
accommodation,40,kusatsu-lavista-hills,ラビスタ草津ヒルズ,kusatsu,群馬県,https://dormy-hotels.com/resort/hotels/la_kusatsu/,https://travel.rakuten.co.jp/HOTEL/179990/179990.html,https://www.kyoritsugroup.co.jp/kyomo/list/detail.html?pdid=6,公式で全客室天然温泉露天風呂付き・3源泉・最上階眺望浴場を確認,review count not locked,official_and_ota_bath_surface_confirmed,needs_review_pool_count,"全室客室露天+貸切+眺望浴場の複合型.",https://dormy-hotels.com/resort/hotels/la_kusatsu/ ; https://travel.rakuten.co.jp/HOTEL/179990/179990.html ; https://www.kyoritsugroup.co.jp/kyomo/list/detail.html?pdid=6
accommodation,41,kusatsu-now-resort,草津ナウリゾートホテル,kusatsu,群馬県,https://www.kusatsu-now.co.jp/,https://www.jalan.net/yad335720/,https://travel.rakuten.co.jp/HOTEL/9598/9598.html,公式で宿泊施設 identity 확인. Jalan/Rakuten surfaces show 温泉露天風呂付客室・貸切露天・大浴場,review count not locked,official_and_ota_bath_surface_confirmed,needs_review_pool_count,"일부 객실露天+貸切露天+大浴場. 2025 리뉴얼 객실 주의.",https://www.kusatsu-now.co.jp/ ; https://www.jalan.net/yad335720/ ; https://travel.rakuten.co.jp/HOTEL/9598/9598.html
accommodation,42,kusatsu-sakurai,草津温泉 ホテル櫻井,kusatsu,群馬県,https://www.hotel-sakurai.co.jp/hotspa/,https://www.jalan.net/yad310401/,https://travel.rakuten.co.jp/HOTEL/56137/56137.html,公式で3源泉を源泉掛け流しで大浴場・露天風呂を楽しめると確認。Jalanで天然温泉100%・掛け流し・にごり湯表面確認,review count not locked,official_and_ota_bath_surface_confirmed,needs_review_pool_count,"大型大浴場型. 객실탕 중심은 아님.",https://www.hotel-sakurai.co.jp/hotspa/ ; https://www.jalan.net/yad310401/ ; https://travel.rakuten.co.jp/HOTEL/56137/56137.html
accommodation,43,kusatsu-tokino-niwa,湯宿 季の庭,kusatsu,群馬県,https://dormy-hotels.com/resort/hotels/tokinoniwa/,https://www.jalan.net/yad375013/,https://travel.rakuten.co.jp/HOTEL/107756/107756.html,公式/Jalan/Rakutenで全室天然温泉客室露天風呂・23種湯処を確認,Jalan visible 3421 reviews in search surface,official_and_review_surface_confirmed,ready_for_deep_review_pool_count,"리뷰풀 풍부. 전실 객실노천과 대욕장 23湯処 분리.",https://dormy-hotels.com/resort/hotels/tokinoniwa/ ; https://www.jalan.net/yad375013/ ; https://travel.rakuten.co.jp/HOTEL/107756/107756.html
accommodation,44,kusatsu-tsutsujitei,草津温泉 つつじ亭,kusatsu,群馬県,https://tsutsujitei.co.jp/,https://tsutsujitei.co.jp/roomplan/,https://www.ikyu.com/00001554/,公式で離れ全室源泉かけ流し温泉風呂と半露天風呂付き客室を確認. Ikkyu surface confirms room-type bath options,review count not locked,official_and_ota_bath_surface_confirmed,needs_review_pool_count,"本館内風呂付/離れ半露天付の差分を 유지.",https://tsutsujitei.co.jp/ ; https://tsutsujitei.co.jp/roomplan/ ; https://www.ikyu.com/00001554/
accommodation,45,unzen-fukudaya,雲仙福田屋,unzen,長崎県,https://www.fukudaya.co.jp/,https://www.fukudaya.co.jp/panorama_twin.html,https://www.jalan.net/yad320580/,公式で源泉かけ流し露天風呂付客室を確認。Jalanで硫黄泉100%掛流し・客室露天・貸切湯を確認,review count not locked,official_and_ota_bath_surface_confirmed,needs_review_pool_count,"白濁硫黄泉・貸切湯・客室露天 모두 중요.",https://www.fukudaya.co.jp/ ; https://www.fukudaya.co.jp/panorama_twin.html ; https://www.jalan.net/yad320580/
accommodation,46,unzen-hanzuiryo,旅亭 半水盧,unzen,長崎県,https://hanzuiryo-unzen.jp/,https://www.unzen.org/spot/hanzuiryo,https://www.kyugas.co.jp/pickup/21563/,公式で特別室に露天風呂・内湯・サウナを確認。Find UNZENで東西大浴場に内湯と露天風呂あり確認,review count not locked,official_and_tourism_bath_surface_confirmed,needs_review_pool_count,"특별실 객실탕과 대욕장 노천 분리.",https://hanzuiryo-unzen.jp/ ; https://www.unzen.org/spot/hanzuiryo ; https://www.kyugas.co.jp/pickup/21563/
accommodation,47,unzen-kanko-hotel,雲仙観光ホテル,unzen,長崎県,https://www.unzenkankohotel.com/,https://www.unzenkankohotel.com/,https://www.jalan.net/yad322267/,公式で源泉かけ流しの湯を訴求するクラシックホテル identity 확인,review count not locked,official_identity_confirmed,needs_bath_detail_and_review_pool_count,"대욕장/객실탕 상세는 추가 확인 필요.",https://www.unzenkankohotel.com/
accommodation,48,unzen-kyushu-hotel,雲仙九州ホテル,unzen,長崎県,https://kyushuhtl.co.jp/,https://kyushuhtl.co.jp/,https://www.ikyu.com/00002580/,公式で雲仙地獄中心のラグジュアリーリゾート identity 확인. bath detail은 별도 하위페이지 확인 필요,review count not locked,official_identity_confirmed,needs_bath_detail_and_review_pool_count,"초기 Tier 1 유지하되 온천 세부 미잠금.",https://kyushuhtl.co.jp/
accommodation,49,unzen-miyazaki-ryokan,雲仙宮崎旅館,unzen,長崎県,https://www.miyazaki-ryokan.co.jp/,https://www.instagram.com/miyazaki_ryokan/,https://www.ikyu.com/00003016/,公式で掛け流し天然温泉と雲仙地獄隣接の温泉宿 identity 확인,review count not locked,official_identity_confirmed,needs_bath_detail_and_review_pool_count,"고급 숙소이나 객실노천 세부는 추가 확인 필요.",https://www.miyazaki-ryokan.co.jp/ ; https://www.instagram.com/miyazaki_ryokan/
accommodation,50,unzen-shinyu,雲仙温泉 ゆやど雲仙新湯,unzen,長崎県,https://www.sinyuhotel.co.jp/,https://www.sinyuhotel.co.jp/,https://www.jalan.net/yad319572/,公式で4つの自家源泉と第4源泉掛け流し露天風呂付客室「月庭」を確認,review count not locked,official_bath_surface_confirmed,needs_review_pool_count,"自家源泉複数・庭園露天風呂付客室が強い候補.",https://www.sinyuhotel.co.jp/
facility,24,ito-akazawa-day-spa,赤沢日帰り温泉館,ito-izu,静岡県,https://www.izuakazawa.jp/spa-health/higaeri-onsen/,https://www.izuakazawa.jp/spa-health/higaeri-onsen/,https://itospa.com/spa/index.html,公式で太平洋一望の絶景露天風呂・岩盤浴・ラウンジ等を確認,review count not locked,official_product_surface_confirmed,needs_review_pool_count,"大型日帰り温泉館. 露天・岩盤浴・休憩空間を分離.",https://www.izuakazawa.jp/spa-health/higaeri-onsen/ ; https://itospa.com/spa/index.html
facility,25,ito-hokkawa-kuroane,黒根岩風呂,ito-izu,静岡県,https://www.hokkawa-onsen.com/kurone,https://www.hokkawa-onsen.com/kurone,,公式で海沿い露天風呂・営業時間・料金・完全男女別を確認,review count not locked,official_operation_surface_confirmed,needs_review_pool_count,"海沿い露天型. 石鹸/設備/天候/混雑 신호 중요.",https://www.hokkawa-onsen.com/kurone
facility,26,ito-marine-town-seaside-spa,伊東マリンタウン シーサイドスパ,ito-izu,静岡県,https://ito-marinetown.co.jp/seasidespa/,https://ito-marinetown.co.jp/seasidespa/,https://shizuoka.mytabi.net/izu/archives/seaside-spa.php?vmode=pcmode,公式で道の駅内温浴施設・朝5時から営業・海景色を確認,review count not locked,official_product_surface_confirmed,needs_review_pool_count,"早朝営業・道の駅複合性が特徴.",https://ito-marinetown.co.jp/seasidespa/ ; https://shizuoka.mytabi.net/izu/archives/seaside-spa.php?vmode=pcmode
facility,27,ibusuki-tamatebako,ヘルシーランド 露天風呂 たまて箱温泉,ibusuki,鹿児島県,https://www.ibusuki.or.jp/spa/open/tamatebako/,https://www.kagoshima-kankou.com/guide/10674,https://www.kagoshima-yokanavi.jp/spot/20066,公式/観光サイトで絶景露天・男女日替り・共通券・料金表面を確認,review count not locked,official_and_tourism_surface_confirmed,needs_current_price_recheck,"料金表面が複数あり. リニューアル後価格 확인 필요.",https://www.ibusuki.or.jp/spa/open/tamatebako/ ; https://www.kagoshima-kankou.com/guide/10674 ; https://www.kagoshima-yokanavi.jp/spot/20066
facility,28,kurokawa-ikoi-dayuse,いこい旅館 日帰り入浴,kurokawa,熊本県,https://www.kurokawa-ikoi.com/,https://www.kurokawaonsen.or.jp/nyuyoku/,,公式 URL 후보 및黒川公式 day-use route 후보. 本文確認未完,review count not locked,source_surface_probable,needs_official_site_open_check,"黒川 day-use는 공식 혼잡/중지 페이지와 항상 대조 필요.",https://www.kurokawa-ikoi.com/ ; https://www.kurokawaonsen.or.jp/nyuyoku/
facility,29,kurokawa-yamamizuki-dayuse,山みず木 日帰り入浴,kurokawa,熊本県,https://www.yamamizuki.com/,https://www.kurokawaonsen.or.jp/nyuyoku/,,公式 URL 후보 및黒川公式 day-use route 후보. 本文確認未完,review count not locked,source_surface_probable,needs_official_site_open_check,"日帰り可否/時間 변동성이 있어 공식 입욕상황 우선.",https://www.yamamizuki.com/ ; https://www.kurokawaonsen.or.jp/nyuyoku/
facility,30,hakone-tenzan,天山湯治郷,hakone,神奈川県,https://tenzan.jp/,https://tenzan.jp/,,公式で箱根奥湯本の日帰り湯治施設 identity 확인,review count not locked,official_identity_confirmed,needs_product_detail_and_review_pool_count,"施設構成 하위ページ 확인 필요.",https://tenzan.jp/
facility,31,hakone-yuryo,箱根湯寮,hakone,神奈川県,https://www.hakoneyuryo.jp/,https://www.hakoneyuryo.jp/,,公式で宿泊設備なしの日帰り温泉施設・大浴場・貸切個室露天風呂を確認,review count not locked,official_product_surface_confirmed,needs_review_pool_count,"貸切個室露天と大浴場을 분리.",https://www.hakoneyuryo.jp/
facility,32,kusatsu-otakinoyu,大滝乃湯,kusatsu,群馬県,https://onsen-kusatsu.com/ohtakinoyu/,https://www.kusatsu-onsen.ne.jp/information/1809.php,,queue rank 22のkusatsu-ohtakinoyuと同一施設。公式で大浴場・露天・合わせ湯・貸切風呂を確認済み,duplicate of rank 22,semantic_duplicate,merge_with_kusatsu-ohtakinoyu,"slug 표기 차이로 중복 발생. 마스터 정리 필요.",https://onsen-kusatsu.com/ohtakinoyu/ ; https://www.kusatsu-onsen.ne.jp/information/1809.php
facility,33,kusatsu-sainokawara,西の河原露天風呂,kusatsu,群馬県,https://onsen-kusatsu.com/sainokawara/,https://www.kusatsu-onsen.ne.jp/information/1809.php,,草津三湯系施設 URL 확인. 料金改定告知では価格改定なしと表示,review count not locked,official_price_notice_surface_confirmed,needs_official_product_detail_check,"公式 하위페이지 본문 추가 확인 필요.",https://onsen-kusatsu.com/sainokawara/ ; https://www.kusatsu-onsen.ne.jp/information/1809.php
facility,34,atami-nikkotei,日航亭・大湯,atami,静岡県,https://nikkotei.amebaownd.com/,https://www.ataminews.gr.jp/spot/120,,公式 후보와熱海観光 surface로徳川家康ゆかりの日帰り温泉 후보 확인,review count not locked,source_surface_probable,needs_official_site_open_check,"공식성/운영상태 추가 확인 필요.",https://nikkotei.amebaownd.com/ ; https://www.ataminews.gr.jp/spot/120
facility,35,ito-tokaikan,東海館,ito-izu,静岡県,https://itospa.com/spot/detail_54002.html,https://itospa.com/spa/index.html,,伊東市公式観光で文化施設・温泉入浴候補として 확인,review count not locked,municipal_surface_confirmed,needs_official_product_detail_check,"문화재/목욕시설 운영일이 제한적일 수 있어 current operation 확인 필요.",https://itospa.com/spot/detail_54002.html ; https://itospa.com/spa/index.html
facility,36,ibusuki-sayuri,山川砂むし温泉 砂湯里,ibusuki,鹿児島県,https://www.ibusuki.or.jp/spa/sunamushi/sayuri/,https://www.kagoshima-kankou.com/guide/10682,https://onsen.nifty.com/ibusuki-onsen/onsen004779/,公式/観光で砂むし料金・営業時間・水曜/荒天休業・タオル別料金を確認,Nifty surface exists but count not locked,official_and_review_surface_confirmed,needs_review_pool_count,"날씨 휴업/타월/샤워/접수마감 신호 중요.",https://www.ibusuki.or.jp/spa/sunamushi/sayuri/ ; https://www.kagoshima-kankou.com/guide/10682 ; https://onsen.nifty.com/ibusuki-onsen/onsen004779/
facility,37,beppu-hyotan,ひょうたん温泉,beppu,大分県,https://www.hyotan-onsen.com/,https://www.hyotan-onsen.com/,,公式で源泉十割かけ流し・砂湯・蒸し風呂・大浴場・露天風呂・家族風呂を確認,review count not locked,official_product_surface_confirmed,needs_review_pool_count,"벳푸 시설형 대표. 상품영역 다수.",https://www.hyotan-onsen.com/
facility,38,beppu-sakurayu,別府桜湯,beppu,大分県,https://www.sakurayu.net/,https://www.sakurayu.net/,,公式で20種類の家族風呂・大浴場・営業時間を確認,review count not locked,official_product_surface_confirmed,needs_review_pool_count,"가족탕 중심 시설. 예약/대기/방 선택 신호 중요.",https://www.sakurayu.net/
facility,39,beppu-takegawara,竹瓦温泉,beppu,大分県,https://www.takegawara-onsen.com/,https://www.city.beppu.oita.jp/sisetu/shieionsen/detail4.html,,公式/別府市で明治創設の歴史公衆浴場・砂湯を確認,review count not locked,official_and_municipal_surface_confirmed,needs_review_pool_count,"역사 공동탕+모래탕. 시설노후/샤워/관광객 기대차 신호 중요.",https://www.takegawara-onsen.com/ ; https://www.city.beppu.oita.jp/sisetu/shieionsen/detail4.html
facility,40,kurokawa-day-use-status,黒川温泉 日帰り入浴情報,kurokawa,熊本県,https://www.kurokawaonsen.or.jp/nyuyoku/,https://www.kurokawaonsen.or.jp/nyuyoku/,,黒川温泉公式の日帰り入浴状況ページ。各宿の混雑/休止/受付時間表示あり,not a review pool,official_operation_hub_confirmed,keep_as_route_hub,"개별 시설이 아니라 운영 허브. 후보 master에서는 route/status row로 유지 가능.",https://www.kurokawaonsen.or.jp/nyuyoku/
facility,41,kurokawa-nyuto-tegata,黒川温泉 入湯手形,kurokawa,熊本県,https://www.kurokawaonsen.or.jp/tegata,https://www.kurokawaonsen.or.jp/nyuyoku/,,公式で25軒露天から3ヶ所選択・大人1500円・6ヶ月有効などを確認,not a review pool,official_product_hub_confirmed,keep_as_route_product,"시설 1곳이 아니라 탕순례 상품. 가격/이용제한/혼잡 연동 확인.",https://www.kurokawaonsen.or.jp/tegata ; https://www.kurokawaonsen.or.jp/nyuyoku/
facility,42,unzen-kojigoku-onsenkan,小地獄温泉館,unzen,長崎県,https://www.seiunso.jp/kojigoku/,https://unzenonsen.unzen.org/daytrip/,,公式で小地獄源泉白濁湯・日帰り温泉施設 identity 확인,review count not locked,official_product_surface_confirmed,needs_review_pool_count,"운젠 시설형 대표. 영업시간/정휴일 최신확인.",https://www.seiunso.jp/kojigoku/ ; https://unzenonsen.unzen.org/daytrip/
facility,43,takeo-motonoyu,武雄温泉 元湯,takeo,佐賀県,https://www.asobo-saga.jp/experiences/detail/f6b5bb11-1d53-494d-a14f-a64fd518fbd7,https://www.takeo-kk.net/spa/,https://www.jalan.net/kankou/spt_41206cd2110077279/,佐賀公式/武雄観光で日本最古級木造温泉施設・営業時間・料金を確認,review count not locked,official_and_tourism_surface_confirmed,needs_review_pool_count,"역사 공중탕. 고온/로컬목욕문화/어메니티 기대차 수집 가치.",https://www.asobo-saga.jp/experiences/detail/f6b5bb11-1d53-494d-a14f-a64fd518fbd7 ; https://www.takeo-kk.net/spa/ ; https://www.jalan.net/kankou/spt_41206cd2110077279/
facility,44,takeo-saginoyu,武雄温泉 鷺乃湯,takeo,佐賀県,https://www.takeo-kk.net/spa/001333.php,https://www.takeo-kk.net/spa/001333.php,,武雄観光協会で内湯・露天風呂・サウナ・営業時間・料金を確認,review count not locked,official_tourism_surface_confirmed,needs_review_pool_count,"元湯と 같은 지역이나 제품구조 다름.",https://www.takeo-kk.net/spa/001333.php
facility,45,ureshino-hyotan-onsen,嬉野温泉 百年の湯,ureshino,佐賀県,https://www.100nen-spa.co.jp/,https://www.100nen-spa.co.jp/,,公式で旧元湯温泉から百年の湯へリブランド・日帰り温泉施設・営業時間を確認,review count not locked,official_identity_rename_confirmed,needs_review_pool_count,"구명/현명 병합 중요.",https://www.100nen-spa.co.jp/
facility,46,ureshino-siebold-no-yu,嬉野温泉 シーボルトの湯,ureshino,佐賀県,https://www.city.ureshino.lg.jp/kanko/siebold.html,https://spa-u.net/facility/2022/12/-siebold-spa.php,,嬉野市/観光協会で大浴場・貸切湯・休憩室・営業時間・料金を確認,review count not locked,official_and_tourism_surface_confirmed,needs_review_pool_count,"貸切湯/大浴場/バリアフリー貸切을 분리.",https://www.city.ureshino.lg.jp/kanko/siebold.html ; https://spa-u.net/facility/2022/12/-siebold-spa.php
facility,47,jozankei-yunohana,湯の花 定山渓殿,jozankei,北海道,https://www.yunohana.org/jyouzankei/,https://jozankei.jp/oneday/yunohana-jozankei-den/,https://onsen.nifty.com/jouzankei-onsen/onsen000273/,公式/定山渓観光で日帰り専用・露天風呂・サウナ・岩盤浴・休憩室・料金を確認,Nifty current review surface exists,official_and_review_surface_confirmed,needs_review_pool_count,"지역밀착 대형 온욕시설. 요금개정 공지 있음.",https://www.yunohana.org/jyouzankei/ ; https://jozankei.jp/oneday/yunohana-jozankei-den/ ; https://onsen.nifty.com/jouzankei-onsen/onsen000273/
facility,48,ginzan-shirogane-yu,銀山温泉 しろがね湯,ginzan,山形県,https://yamagatakanko.com/attractions/detail_10833.html,https://www.city.obanazawa.yamagata.jp/kanko/kankochi/1346,https://www.ginzanonsen.jp/,山形観光/尾花沢市で銀山温泉共同浴場・営業時間・料金を確認,review count not locked,municipal_and_tourism_surface_confirmed,needs_current_operation_recheck,"過去休業告知가 있어 최신 운영 확인 필요.",https://yamagatakanko.com/attractions/detail_10833.html ; https://www.city.obanazawa.yamagata.jp/kanko/kankochi/1346 ; https://www.ginzanonsen.jp/
facility,49,zao-dai-rotenburo,蔵王温泉 大露天風呂,zao-yamagata,山形県,https://www.jupeer-zao.com/roten/,https://zaomountainresort.com/author/dairoten/,https://yamagatakanko.com/attractions/detail_2764.html,公式/観光で源泉掛け流し強酸性硫黄泉・冬季休業・シャワー石鹸なしを確認,review count not locked,official_and_tourism_operation_surface_confirmed,needs_review_pool_count,"샤워/비누 없음, 겨울휴업, 강산성 온천이라는 기대차가 핵심.",https://www.jupeer-zao.com/roten/ ; https://zaomountainresort.com/author/dairoten/ ; https://yamagatakanko.com/attractions/detail_2764.html
facility,50,zao-shinzaemon-no-yu,蔵王温泉 新左衛門の湯,zao-yamagata,山形県,https://zaospa.co.jp/,https://yamagatakanko.com/attractions/detail_10819.html,https://zaomountainresort.com/post-6087/,公式/山形観光で源泉100%露天風呂・四六合わせ湯・かめ湯・打たせ湯・休憩/食事処を確認,review count not locked,official_and_tourism_product_surface_confirmed,needs_review_pool_count,"複数露天風呂+休憩/食事処. 日帰り温泉チケット対象.",https://zaospa.co.jp/ ; https://yamagatakanko.com/attractions/detail_10819.html ; https://zaomountainresort.com/post-6087/
