slug,name_ja,name_ko_or_en,area,prefecture,property_type,tier,candidate_status,initial_bath_signals,bath_area_axes_to_separate,visible_review_or_rating_signal,official_url,why_prioritized,source_basis,verification_status,direct_reviews_checked,onsen_related_direct_reviews_checked,source_urls,notes
noboribetsu-yumoto,登別温泉 ホテルゆもと登別,Hotel Yumoto Noboribetsu,noboribetsu,北海道,hotel ryokan,Tier 2,hold,"登別 온천호텔, 다원천 대욕장 후보",public_bath,not_mapped_in_this_candidate_pass,,정체성/욕장 세부/운영 정보 재확인 후 딥리서치 판단,Noboribetsu lodging exposure,needs_source_crosscheck,0,0,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv,Tier 1 기존 검증 파일에서 확인되지 않은 후보이거나 Tier 2/3 후보. 딥리서치 전 공식 URL/리뷰풀 확인 필요.
noboribetsu-izumi-villa,滝本イン / 登別温泉周辺ホテル候補,Takimoto Inn / Noboribetsu support lodging,noboribetsu,北海道,hotel,Tier 3,split_needed,대욕장 접근/제휴 가능성 확인 후보,public_bath,not_mapped_in_this_candidate_pass,,정체성/욕장 세부/운영 정보 재확인 후 딥리서치 판단,Noboribetsu lodging exposure,needs_identity_crosscheck,0,0,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv,滝本イン 또는 주변 지원 숙소 후보로 정체성이 불명확함. Tier 1 기존 검증 파일에서 확인되지 않은 후보이거나 Tier 2/3 후보. 딥리서치 전 공식 URL/리뷰풀 확인 필요.
jozankei-furukawa,ぬくもりの宿 ふる川,Nukumori no Yado Furukawa,jozankei,北海道,traditional ryokan,Tier 1,hold,객실 노천탕 추천·대욕장/온천감 후보,room_open_air_bath;public_bath;open_air_public_bath,Jalan/Rakuten/お湯たび surfaces exist; room onsen and rooftop open-air room signals visible,https://www.yado-furu.com/,정체성/욕장 세부/운영 정보 재확인 후 딥리서치 판단,"MyBest Jozankei room-open-air, Rakuten ranking",needs_official_crosscheck,0,0,https://www.yado-furu.com/ ; https://www.jalan.net/yad321633/ ; https://travel.rakuten.co.jp/HOTEL/1037/1037.html,全室ではなく特別フロア/客室タイプ差あり。客室温泉付き 객실만 별도 태그
jozankei-morino-uta,定山渓鶴雅リゾートスパ 森の謌,Jozankei Tsuruga Resort Spa Mori no Uta,jozankei,北海道,resort spa ryokan,Tier 1,hold,"스파 리조트형, 온천·식음·당일치기 신호",unclear,Rakuten review surface has recent 2026 replies; Jalan surface exists,https://www.morino-uta.com/,정체성/욕장 세부/운영 정보 재확인 후 딥리서치 판단,"MyBest Jozankei room-open-air, official site",needs_official_crosscheck,0,0,https://www.morino-uta.com/ ; https://travel.rakuten.co.jp/HOTEL/107757/review.html ; https://www.jalan.net/yad352535/,スパ/食事/ファミリー評価が混ざる可能性。温泉浴場単体の公式 detail 補強 필요
jozankei-chalet-ivy,シャレーアイビー定山渓,Chalet Ivy Jozankei,jozankei,北海道,luxury ryokan,Tier 1,ready,"Ikkyu 고평점 고급숙, 객실탕 후보",room_bath,Ikkyu shows 31 reviews; Rakuten/Yahoo review surfaces mention all-room onsen and room bath quality,https://chaletivy.com/ja/jozankei/,"Tier 1 공식/OTA 표면 검증 완료, 딥리서치 우선",Ikkyu Jozankei ranking,needs_official_crosscheck,0,0,https://chaletivy.com/ja/jozankei/ ; https://jozankei.jp/hotel/charet-ivy/ ; https://www.ikyu.com/00002679/ ; https://travel.rakuten.co.jp/HOTEL/176809/review.html ; https://travel.yahoo.co.jp/00002679/review/,全室客室温泉型。客室風呂・大浴場・高価格期待差を分ける
jozankei-suigetsu,翠巌,Suigan,jozankei,北海道,luxury ryokan,Tier 1,split_needed,"고급 소형 숙소, 객실탕/온천 세부 확인 후보",room_bath,"Rakuten/Ikkyu review surfaces mention room open-air bath, insects, source/no加水 claims and group facility access",https://suigan1.com/honkan/guestroom/,정체성/욕장 세부/운영 정보 재확인 후 딥리서치 판단,Ikkyu Jozankei ranking,needs_official_crosscheck,0,0,https://suigan1.com/honkan/guestroom/ ; https://suigan1.com/honkan/guestroom/room102/ ; https://jozankei.jp/hotel/suigan/ ; https://travel.rakuten.co.jp/HOTEL/187455/review.html ; https://www.ikyu.com/00003083/,"大浴場なし。客室温泉型として扱い、系列大浴場利用特典は別 signal 로 분리 대욕장 없음/객실 온천 중심, 계열 대욕장 이용 특전은 별도 축으로 분리 필요."
jozankei-grand-blissen,グランドブリッセンホテル定山渓,Grand Blissen Hotel Jozankei,jozankei,北海道,hotel ryokan,Tier 1,ready,"Rakuten 가족 온천 랭킹 고평점, 대욕장/객실탕 후보",room_bath;public_bath;private_bath_or_family_bath_unclear,"Rakuten/Jalan surfaces mention room onsen, view from room bath, large window, relaxation; review count still modest but bath-room value is explicit",https://www.grandblissen.jp/,"Tier 1 공식/OTA 표면 검증 완료, 딥리서치 우선",Rakuten Jozankei family bath ranking,needs_bath_detail_crosscheck,0,0,https://www.grandblissen.jp/ ; https://travel.rakuten.co.jp/HOTEL/182458/review.html ; https://travel.rakuten.co.jp/HOTEL/182458/182458.html ; https://www.jalan.net/yad372594/kuchikomi/,定山渓の客室温泉展望風呂候補。全室か多数かの部屋タイプ確認と大浴場/客室風呂分離が必要
jozankei-view,定山渓ビューホテル,Jozankei View Hotel,jozankei,北海道,large resort hotel,Tier 2,hold,"대형 온천호텔, 가족형 리뷰풀/대욕장 후보",public_bath;private_bath_or_family_bath_unclear,not_mapped_in_this_candidate_pass,,정체성/욕장 세부/운영 정보 재확인 후 딥리서치 판단,Rakuten Jozankei listing,needs_bath_detail_crosscheck,0,0,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv,Tier 1 기존 검증 파일에서 확인되지 않은 후보이거나 Tier 2/3 후보. 딥리서치 전 공식 URL/리뷰풀 확인 필요.
jozankei-shogetsu,章月グランドホテル,Shogetsu Grand Hotel,jozankei,北海道,traditional hotel ryokan,Tier 2,hold,"日帰り湯施設 목록 노출, 대욕장/숙박 후보",public_bath,not_mapped_in_this_candidate_pass,,정체성/욕장 세부/운영 정보 재확인 후 딥리서치 판단,Jozankei Tourism day-use page,needs_bath_detail_crosscheck,0,0,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv,Tier 1 기존 검증 파일에서 확인되지 않은 후보이거나 Tier 2/3 후보. 딥리서치 전 공식 URL/리뷰풀 확인 필요.
jozankei-hanakaede,定山渓ホテル / 花もみじ候補,Hotel Shikanoyu Hanamomiji area,jozankei,北海道,hotel ryokan,Tier 2,split_needed,"定山渓 대표 호텔군, 대욕장/객실탕 세부 확인 후보",room_bath;public_bath,not_mapped_in_this_candidate_pass,,정체성/욕장 세부/운영 정보 재확인 후 딥리서치 판단,Jozankei lodging exposure,needs_identity_crosscheck,0,0,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv,定山渓ホテル/花もみじ 계열 후보가 섞인 행. 공식 숙소 단위로 분리 필요. Tier 1 기존 검증 파일에서 확인되지 않은 후보이거나 Tier 2/3 후보. 딥리서치 전 공식 URL/리뷰풀 확인 필요.
jozankei-exclamation,エクスクラメーションホテル,Exclamation Hotel,jozankei,北海道,new small hotel,Tier 3,operation_recheck,"2025년 신규, 작은風呂屋/사우나 연계 신호",unclear,not_mapped_in_this_candidate_pass,,정체성/욕장 세부/운영 정보 재확인 후 딥리서치 판단,Ikkyu Jozankei ranking snippet,new_property_monitor,0,0,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv,Tier 1 기존 검증 파일에서 확인되지 않은 후보이거나 Tier 2/3 후보. 딥리서치 전 공식 URL/리뷰풀 확인 필요.
yunokawa-heiseikan-hanatsuki,平成館 しおさい亭 別館 花月,Heiseikan Shiosaitei Bettei Hanatsuki,yunokawa-hakodate,北海道,luxury ryokan hotel,Tier 1,ready,전실 쓰가루해협 조망 객실 노천탕 신호,room_open_air_bath,Jalan/Yahoo/Rakuten review surfaces repeatedly mention room open-air bath view; room bath may replace public bath use,https://www.hanatuki.com/,"Tier 1 공식/OTA 표면 검증 완료, 딥리서치 우선",Jalan Yunokawa room-open-air page,needs_official_crosscheck,0,0,https://www.hanatuki.com/ ; https://shiosai-tei.com/ ; https://travel.rakuten.co.jp/HOTEL/37469/37469.html ; https://www.jalan.net/yad355230/kuchikomi/ ; https://travel.rakuten.co.jp/HOTEL/37469/review.html ; https://travel.yahoo.co.jp/00002445/review/,客室露天眺望が主価値。大浴場より客室露天重視レビュー가 많아 room_open_air_bath 중심 태깅
yunokawa-heiseikan-shiosaitei,平成館 しおさい亭,Heiseikan Shiosaitei,yunokawa-hakodate,北海道,seaside ryokan hotel,Tier 1,ready,"절경 바다 전망 온천숙소, 객실 노천탕 플랜 후보",room_open_air_bath,Rakuten surfaces mention ocean-view room open-air baths but also small tub/price-value disappointment; location and buffet signals mixed,https://www.heiseikan-shiosaitei.jp/,"Tier 1 공식/OTA 표면 검증 완료, 딥리서치 우선",Jalan Yunokawa room-open-air page,needs_bath_detail_crosscheck,0,0,https://www.heiseikan-shiosaitei.jp/ ; https://travel.rakuten.co.jp/HOTEL/37513/review.html ; https://travel.rakuten.co.jp/HOTEL/37513/37513.html ; https://travel.rakuten.co.jp/HOTEL/37469/review.html,本館/別館花月を分ける。客室露天の広さ・海景色・価格期待ギャップを重点確認
yunokawa-hanabishi,函館・湯の川温泉 花びしホテル,Hanabishi Hotel,yunokawa-hakodate,北海道,large ryokan hotel,Tier 1,ready,"리뉴얼 노천풍로 스위트 신호, 대욕장 후보",public_bath;open_air_public_bath,"Jalan shows 2,588 reviews; Rakuten review surface mentions circulation and partial source-flow with added water",https://www.hanabishihotel.com/,"Tier 1 공식/OTA 표면 검증 완료, 딥리서치 우선",Jalan Yunokawa room-open-air page,needs_official_crosscheck,0,0,https://www.hanabishihotel.com/ ; https://travel.rakuten.co.jp/HOTEL/29275/29275.html ; https://www.jalan.net/yad312243/ ; https://travel.rakuten.co.jp/HOTEL/29275/review.html,高レビュー量。1階/7階浴場・循環/一部源泉かけ流し表現・眺望差を浴場別に確認
yunokawa-chikuba,Tabist 竹葉新葉亭,Chikuba Shinyotei,yunokawa-hakodate,北海道,traditional ryokan,Tier 1,hold,"순수 일본식 료칸, 온천/식사 고평가 후보",unclear,Yahoo review surface shows 44 reviews and bath score 4.61; classic Japanese ryokan reputation is stronger than detailed room-bath evidence,http://www.chikuba-s.co.jp,정체성/욕장 세부/운영 정보 재확인 후 딥리서치 판단,Jalan Yunokawa room-open-air page,needs_bath_detail_crosscheck,0,0,http://www.chikuba-s.co.jp ; https://travel.rakuten.co.jp/HOTEL/67479/67479.html ; https://travel.yahoo.co.jp/00001333/review/ ; https://www.tour.ne.jp/j_hotel/6945/,公式サイト直アクセス/詳細浴場ページは再確認。客室露天候補としては弱く、大浴場・露天風呂中心の高級和風旅館として扱う
yunokawa-kanko-shoen,湯の川観光ホテル祥苑,Yunokawa Kanko Hotel Shoen,yunokawa-hakodate,北海道,large hotel ryokan,Tier 2,hold,"가격형/대형 온천호텔, 리뷰풀·부정신호 분석 후보",public_bath,not_mapped_in_this_candidate_pass,,정체성/욕장 세부/운영 정보 재확인 후 딥리서치 판단,Jalan Yunokawa room-open-air page,needs_bath_detail_crosscheck,0,0,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv,Tier 1 기존 검증 파일에서 확인되지 않은 후보이거나 Tier 2/3 후보. 딥리서치 전 공식 URL/리뷰풀 확인 필요.
yunokawa-bourou-noguchi,HAKODATE 海峡の風 / 望楼NOGUCHI函館候補,Bourou Noguchi Hakodate / Kaikyo no Kaze,yunokawa-hakodate,北海道,luxury hotel ryokan,Tier 1,split_needed,"유노카와 고급 숙소군, 객실탕/대욕장 후보",room_bath;public_bath,Jalan/JTB surfaces for HAKODATE海峡の風; Jalan/Relux/Rakuten surfaces for 望楼NOGUCHI函館,https://hakodate-uminokaze.com/,정체성/욕장 세부/운영 정보 재확인 후 딥리서치 판단,Yunokawa luxury lodging exposure,needs_identity_crosscheck,0,0,https://hakodate-uminokaze.com/ ; https://travel.rakuten.co.jp/HOTEL/153116/153116.html ; https://www.jalan.net/yad355415/kuchikomi/ ; https://www.bourou-hakodate.com/ ; https://travel.rakuten.co.jp/HOTEL/109498/109498.html ; https://www.jalan.net/yad393705/kuchikomi/ ; https://rlx.jp/21312/review/,slug は望楼NOGUCHI寄りだが name_ja は海峡の風も混在。野口観光グループ内の別施設として分割/再同定必須 HAKODATE 海峡の風와 望楼NOGUCHI函館가 한 행에 섞인 후보. 딥리서치 전 별도 숙소로 재식별 필요.
yunokawa-ichinomatsu,湯の川温泉 竹葉新葉亭 / 一乃松候補,Ichinomatsu / traditional Yunokawa ryokan,yunokawa-hakodate,北海道,traditional ryokan,Tier 2,split_needed,"전통 료칸, 객실탕/대욕장 세부 확인 후보",room_bath;public_bath,not_mapped_in_this_candidate_pass,,정체성/욕장 세부/운영 정보 재확인 후 딥리서치 판단,Yunokawa lodging exposure,needs_identity_crosscheck,0,0,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv,竹葉新葉亭/一乃松 후보가 섞인 행. 같은 전통 료칸군으로 보이나 숙소 단위 재식별 필요. Tier 1 기존 검증 파일에서 확인되지 않은 후보이거나 Tier 2/3 후보. 딥리서치 전 공식 URL/리뷰풀 확인 필요.
yunokawa-century-marina,センチュリーマリーナ函館,Century Marina Hakodate,yunokawa-hakodate,北海道,city onsen hotel,Tier 2,hold,"하코다테 시내형 온천호텔, 대욕장/항구 전망 후보",public_bath,not_mapped_in_this_candidate_pass,,정체성/욕장 세부/운영 정보 재확인 후 딥리서치 판단,HIS Yunokawa onsen plan exposure,needs_bath_detail_crosscheck,0,0,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv,Tier 1 기존 검증 파일에서 확인되지 않은 후보이거나 Tier 2/3 후보. 딥리서치 전 공식 URL/리뷰풀 확인 필요.
yunokawa-uminosora,イマジンホテル＆リゾート函館,Imagine Hotel & Resort Hakodate,yunokawa-hakodate,北海道,seaside hotel,Tier 2,hold,바다 전망 대욕장/온천호텔 후보,public_bath,not_mapped_in_this_candidate_pass,,정체성/욕장 세부/운영 정보 재확인 후 딥리서치 판단,Yunokawa lodging exposure,needs_bath_detail_crosscheck,0,0,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv,Tier 1 기존 검증 파일에서 확인되지 않은 후보이거나 Tier 2/3 후보. 딥리서치 전 공식 URL/리뷰풀 확인 필요.
