sample_id,platform,provider,review_date,rating,source_url,language,author_hash,lodging_context,onsen_related,bath_area_tags,signal_tags,caution_tags,original_keywords,paraphrase_ko,source_access,included_in_lodging_direct_count,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
tosyoan-jalan-11,Jalan,Jalan,2025/6/14,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,a67b3900df,lodging_direct,True,facility_wide,water_texture;booking_confusion,booking_confusion,温泉;由布岳;眺望;部屋,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-12,Jalan,Jalan,2025/5/16,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,557f193c86,lodging_direct,True,room_bath,room_bath_hot_spring;water_texture,,温泉;由布岳;眺望,객실탕을 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-13,Jalan,Jalan,2025/4/26,4 4,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,2c64f97f6e,lodging_direct,True,room_open_air_bath;room_bath,room_bath_hot_spring,,露天風呂;露天;内湯;温泉;部屋,객실 노천탕과 객실 내탕을 함께 언급한 후기다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-14,Jalan,Jalan,2025/4/17,4 4,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,e15772023b,lodging_direct,True,room_bath,room_bath_hot_spring;water_texture,,温泉;由布岳;眺望,객실탕을 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-15,Jalan,Jalan,2025/3/21,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,3556aa4314,lodging_direct,True,facility_wide,water_texture,,温泉;由布岳,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-16,Jalan,Jalan,2024/11/14,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,1e511d3a72,lodging_direct,True,room_open_air_bath,room_bath_hot_spring;water_texture;booking_confusion,booking_confusion,露天;源泉かけ流し;源泉;由布岳;部屋;予約,객실 노천탕/전망탕을 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-17,Jalan,Jalan,2024/9/15,4 4,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,b470dc982e,lodging_direct,True,facility_wide,water_texture;operation_caution,operation_caution,温泉;由布岳;眺望;部屋,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 벌레·청결·동선 등 운영 주의가 보인다.,direct_readable_existing_jalan,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
tosyoan-jalan-18,Jalan,Jalan,2024/7/21,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,727f84087e,lodging_direct,True,facility_wide,water_texture;booking_confusion,booking_confusion,温泉;源泉;部屋;予約;送迎,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-19,Jalan,Jalan,2024/5/23,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,0e729df86e,lodging_direct,True,facility_wide,water_texture,,温泉;由布岳;眺望;部屋,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-20,Jalan,Jalan,2024/4/25,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,ce03b623a3,lodging_direct,True,facility_wide,water_texture;booking_confusion,booking_confusion,由布岳;部屋;予約,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-21,Jalan,Jalan,2024/1/15,4 4,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,b74f2124ea,lodging_direct,True,room_open_air_bath;room_bath,room_bath_hot_spring,,露天;内湯;部屋,객실 노천탕과 객실 내탕을 함께 언급한 후기다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-22,Jalan,Jalan,2023/11/23,3 3,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,55aa053fdc,lodging_direct,True,room_open_air_bath;room_bath,room_bath_hot_spring,,露天;内湯;部屋,객실 노천탕과 객실 내탕을 함께 언급한 후기다.,direct_readable_existing_jalan,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
tosyoan-jalan-23,Jalan,Jalan,2023/9/8,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,762c570032,lodging_direct,True,room_open_air_bath,room_bath_hot_spring;water_texture;booking_confusion,booking_confusion,露天風呂;露天;由布岳;部屋;予約,객실 노천탕/전망탕을 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-24,Jalan,Jalan,2023/8/15,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,5d83d662ae,lodging_direct,True,room_open_air_bath;room_bath,room_bath_hot_spring;booking_confusion,booking_confusion,露天;内湯;部屋;予約,객실 노천탕과 객실 내탕을 함께 언급한 후기다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-25,Jalan,Jalan,2023/8/7,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,818c02f323,lodging_direct,True,room_open_air_bath,room_bath_hot_spring;water_texture,,露天風呂;露天;温泉,객실 노천탕/전망탕을 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-26,Jalan,Jalan,2023/7/22,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,932cdeae0e,lodging_direct,True,room_open_air_bath;room_bath,room_bath_hot_spring;booking_confusion,booking_confusion,露天風呂;露天;内風呂;部屋;予約,객실 노천탕과 객실 내탕을 함께 언급한 후기다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-27,Jalan,Jalan,2023/6/29,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,9c48f32a3f,lodging_direct,True,room_open_air_bath;room_bath,room_bath_hot_spring;water_texture,,露天風呂;露天;内湯;由布岳;部屋,객실 노천탕과 객실 내탕을 함께 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-28,Jalan,Jalan,2023/6/28,4 4,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,4a076cdb57,lodging_direct,True,room_open_air_bath,room_bath_hot_spring;water_texture,,露天風呂;露天;温泉;由布岳;眺望;部屋,객실 노천탕/전망탕을 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-29,Jalan,Jalan,2023/4/25,4 4,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,73c35e413d,lodging_direct,True,room_bath,room_bath_hot_spring;temperature_control;booking_confusion,temperature_control;booking_confusion,部屋;部屋風呂;温度;予約,객실탕을 언급한 후기다; 온도/계절 체감 신호가 있다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-30,Jalan,Jalan,2023/3/27,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,4b730c80f1,lodging_direct,True,facility_wide,water_texture,,温泉;由布岳;眺望,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-31,Jalan,Jalan,2023/2/28,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,4ec842ec3d,lodging_direct,True,facility_wide,water_texture,,温泉;由布岳;眺望;部屋,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-32,Jalan,Jalan,2023/1/22,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,7a1b04a735,lodging_direct,True,facility_wide,water_texture;temperature_control;booking_confusion,temperature_control;booking_confusion,温泉;由布岳;眺望;部屋;タクシー,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 온도/계절 체감 신호가 있다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-33,Jalan,Jalan,2023/1/13,4 4,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,451315eadd,lodging_direct,True,room_open_air_bath;room_bath,room_bath_hot_spring,,露天;内湯;部屋;客室,객실 노천탕과 객실 내탕을 함께 언급한 후기다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-34,Jalan,Jalan,2022/12/30,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,4c034a8cbf,lodging_direct,True,facility_wide,water_texture,,温泉;由布岳;眺望;部屋,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-35,Jalan,Jalan,2022/12/15,4 4,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,ba3e3e02b2,lodging_direct,True,facility_wide,water_texture;operation_caution,operation_caution,温泉;由布岳;眺望;部屋,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 벌레·청결·동선 등 운영 주의가 보인다.,direct_readable_existing_jalan,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
tosyoan-jalan-36,Jalan,Jalan,2022/12/4,4 4,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,c087a3cbb9,lodging_direct,True,facility_wide,water_texture;temperature_control;operation_caution,temperature_control;operation_caution,温泉;由布岳;眺望;部屋,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 온도/계절 체감 신호가 있다; 벌레·청결·동선 등 운영 주의가 보인다.,direct_readable_existing_jalan,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
tosyoan-jalan-37,Jalan,Jalan,2022/11/13,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,65816b0563,lodging_direct,True,room_open_air_bath;room_bath,room_bath_hot_spring,,露天;内湯;温泉;部屋,객실 노천탕과 객실 내탕을 함께 언급한 후기다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-38,Jalan,Jalan,2022/11/5,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,0b3396b8d4,lodging_direct,True,facility_wide,water_texture;operation_caution,operation_caution,温泉;由布岳;眺望;部屋,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 벌레·청결·동선 등 운영 주의가 보인다.,direct_readable_existing_jalan,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
tosyoan-jalan-39,Jalan,Jalan,2022/10/27,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,b359b48123,lodging_direct,True,facility_wide,water_texture;booking_confusion,booking_confusion,由布岳;部屋;予約,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-40,Jalan,Jalan,2022/10/26,4 4,https://www.jalan.net/yad331264/kuchikomi/archive/,ja,b173a8a972,lodging_direct,True,facility_wide,water_texture,,温泉;由布岳;眺望;部屋,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-41,Jalan,Jalan,2022/10/12,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,52d5b05a66,lodging_direct,True,room_open_air_bath;room_bath,room_bath_hot_spring;booking_confusion,booking_confusion,露天風呂;露天;内湯;部屋;予約,객실 노천탕과 객실 내탕을 함께 언급한 후기다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-42,Jalan,Jalan,2022/9/30,4 4,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,3197532a6b,lodging_direct,True,facility_wide,water_texture;booking_confusion,booking_confusion,温泉;部屋,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-43,Jalan,Jalan,2022/9/24,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,423fb9ce80,lodging_direct,True,facility_wide,booking_confusion,booking_confusion,温泉;部屋;予約,숙소 온천을 넓게 언급한 후기다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-44,Jalan,Jalan,2022/9/15,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,0a5d15c8e3,lodging_direct,True,facility_wide,neutral,,温泉;部屋,숙소 온천을 넓게 언급한 후기다.,direct_readable_existing_jalan,true,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
tosyoan-jalan-45,Jalan,Jalan,2022/9/12,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,e4a8848663,lodging_direct,True,facility_wide,water_texture,,温泉;由布岳;眺望;部屋,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-46,Jalan,Jalan,2022/9/8,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,d047fa0a2a,lodging_direct,False,,booking_confusion,booking_confusion,部屋;予約,숙박 경험 중심 후기다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-47,Jalan,Jalan,2022/9/2,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,b359b48123,lodging_direct,True,facility_wide,water_texture;booking_confusion,booking_confusion,温泉;由布岳;部屋;予約,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-48,Jalan,Jalan,2022/8/31,4 4,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,d1110051e4,lodging_direct,True,facility_wide,water_texture;booking_confusion,booking_confusion,温泉;由布岳;眺望;部屋,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-49,Jalan,Jalan,2022/8/6,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,799572ccba,lodging_direct,True,facility_wide,water_texture;booking_confusion,booking_confusion,源泉;部屋;予約,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-50,Jalan,Jalan,2022/7/25,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,8201fbd28f,lodging_direct,False,,booking_confusion,booking_confusion,部屋;予約,숙박 경험 중심 후기다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-51,Jalan,Jalan,2022/7/14,4 4,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,c8ac165ba5,lodging_direct,True,facility_wide,water_texture,,温泉;由布岳;部屋,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-52,Jalan,Jalan,2022/7/11,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,10054801ef,lodging_direct,True,room_open_air_bath;room_bath,room_bath_hot_spring;water_texture,,露天風呂;露天;内風呂;温泉;由布岳;眺望;部屋,객실 노천탕과 객실 내탕을 함께 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-53,Jalan,Jalan,2022/7/10,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,c71a70ab38,lodging_direct,True,facility_wide,water_texture;booking_confusion,booking_confusion,由布岳;部屋;予約,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-54,Jalan,Jalan,2022/7/8,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,22e8299e95,lodging_direct,True,facility_wide,neutral,,温泉;部屋,숙소 온천을 넓게 언급한 후기다.,direct_readable_existing_jalan,true,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
tosyoan-jalan-55,Jalan,Jalan,2022/7/1,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,91ea831d9e,lodging_direct,True,facility_wide,temperature_control;booking_confusion,temperature_control;booking_confusion,部屋;温度;予約,숙소 온천을 넓게 언급한 후기다; 온도/계절 체감 신호가 있다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-56,Jalan,Jalan,2022/6/24,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,c6f24e5b11,lodging_direct,True,facility_wide,temperature_control;booking_confusion;operation_caution,temperature_control;booking_confusion;operation_caution,部屋;温度;予約,숙소 온천을 넓게 언급한 후기다; 온도/계절 체감 신호가 있다; 송영·예약·안내 신호가 함께 보인다; 벌레·청결·동선 등 운영 주의가 보인다.,direct_readable_existing_jalan,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
tosyoan-jalan-57,Jalan,Jalan,2022/4/24,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,c8516df463,lodging_direct,True,room_bath,room_bath_hot_spring;water_texture,,温泉;由布岳;眺望;部屋;部屋風呂,객실탕을 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-58,Jalan,Jalan,2022/3/9,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,0f0974208c,lodging_direct,True,room_open_air_bath,room_bath_hot_spring,,露天風呂;露天;部屋,객실 노천탕/전망탕을 언급한 후기다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-59,Jalan,Jalan,2022/3/1,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,d2c3e30862,lodging_direct,True,room_open_air_bath;room_bath,room_bath_hot_spring,,露天;内湯;温泉;部屋,객실 노천탕과 객실 내탕을 함께 언급한 후기다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-60,Jalan,Jalan,2022/1/6,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,30cc1e0307,lodging_direct,True,facility_wide,water_texture;booking_confusion,booking_confusion,由布岳;部屋;予約,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다; 송영·예약·안내 신호가 함께 보인다.,direct_readable_existing_jalan,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
tosyoan-jalan-61,Jalan,Jalan,2022/1/5,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,3b96bb71dc,lodging_direct,True,room_bath,room_bath_hot_spring;water_texture,,温泉;源泉掛け流し;源泉;由布岳;眺望;部屋,객실탕을 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,body_positive,high,issue_caution_calibration_needed
tosyoan-jalan-62,Jalan,Jalan,2022/1/1,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,80a5c312b3,lodging_direct,True,room_open_air_bath;room_bath,room_bath_hot_spring,,露天;内湯;部屋,객실 노천탕과 객실 내탕을 함께 언급한 후기다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
tosyoan-jalan-63,Jalan,Jalan,2021/12/19,5 5,https://www.jalan.net/yad331264/kuchikomi/archive/2.HTML,ja,afead382ae,lodging_direct,True,facility_wide,water_texture,,温泉;由布岳;眺望;部屋,숙소 온천을 넓게 언급한 후기다; 유후다케 조망·수질 체감 표현이 붙는다.,direct_readable_existing_jalan,true,positive,rating_positive_signal,medium,issue_caution_calibration_needed
