sample_id,platform,review_date,rating,source_url,language,author_hash,lodging_context,onsen_related,bath_area_tags,signal_tags,caution_tags,original_keywords,paraphrase_ko,source_access,included_in_lodging_direct_count,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
kounokura-0019,Jalan,2025/9/25,,https://www.jalan.net/yad362472/kuchikomi/,ja,7112e17276e3,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,facility_wide,booking_confusion;onsen_related,,湯;予約;電話,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0020,Jalan,2025/8/31,,https://www.jalan.net/yad362472/kuchikomi/,ja,b9d8e32d5394,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,facility_wide,booking_confusion;onsen_related,,温泉;湯;予約,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0021,Jalan,2025/8/25,,https://www.jalan.net/yad362472/kuchikomi/,ja,e30aae53e350,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,facility_wide,booking_confusion;onsen_related,,湯;予約;場所,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0022,Jalan,2025/8/21,,https://www.jalan.net/yad362472/kuchikomi/,ja,ca3de508b17c,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和洋室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring;water_texture,,温泉;露天風呂;露天;風呂;肌,객실 노천탕과 온천 수질·피부감 언급이 함께 나타난 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0023,Jalan,2025/8/13,,https://www.jalan.net/yad362472/kuchikomi/,ja,7964c3d93545,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和室 朝・夕,true,public_bath;room_open_air_bath,booking_confusion;onsen_related;public_bath_hot_spring;room_bath_hot_spring,temperature,温泉;露天風呂;露天;風呂;お風呂;大浴場;湯;部屋に露天;部屋のお風呂;寒,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
kounokura-0024,Jalan,2025/7/26,,https://www.jalan.net/yad362472/kuchikomi/,ja,36d78efddb64,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,false,unclear,booking_confusion,,予約,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0025,Jalan,2025/7/25,,https://www.jalan.net/yad362472/kuchikomi/,ja,986707e3748d,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,public_bath;room_open_air_bath,booking_confusion;onsen_related;public_bath_hot_spring;room_bath_hot_spring,,温泉;露天風呂;露天;風呂;大浴場;部屋付きの露天;予約,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0026,Jalan,2025/7/25,,https://www.jalan.net/yad362472/kuchikomi/,ja,2047874b9abd,【早割14】1000円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂;少ない;予約,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0027,Jalan,2025/7/7,,https://www.jalan.net/yad362472/kuchikomi/,ja,80b6601f4abb,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring,,温泉;露天風呂;露天;風呂;お風呂,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0028,Jalan,2025/5/30,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,18976bfaec62,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂;部屋に露天;予約,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0029,Jalan,2025/5/14,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,df9bd82ef5d7,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和室 朝・夕,true,public_bath;room_open_air_bath,onsen_related;public_bath_hot_spring;room_bath_hot_spring,temperature,温泉;露天風呂;露天;風呂;大浴場;湯;温度,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
kounokura-0030,Jalan,2025/5/6,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,a35265eb4923,【1日2室限定】居待月・臥待月の特別懐石「至福の瞬」プラン ツイン 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring;water_texture;weak_onsen_feeling,,温泉;露天風呂;露天;風呂;掛け流し;泉質;ヌル,객실 노천탕과 온천 수질·피부감 언급이 함께 나타난 후기.,direct_readable,true,negative,negative_signal_tag,high,issue_caution_calibration_needed
kounokura-0031,Jalan,2025/5/5,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,1f95120ce11a,心も身体も癒される♪のんびり癒しの休日プラン☆スペシャルボディコース☆ 和室 朝・夕,true,facility_wide,booking_confusion;onsen_related,,風呂;お風呂;ぬるっと;予約;送迎;迎え;電話,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0032,Jalan,2025/5/4,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,488cbb9461b3,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,温泉;露天風呂;露天;風呂;湯;予約,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0033,Jalan,2025/4/20,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,0944475272bb,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,public_bath;room_open_air_bath,booking_confusion;onsen_related;public_bath_hot_spring;room_bath_hot_spring;water_texture,,温泉;露天風呂;露天;風呂;大浴場;湯;泉質;部屋の露天;予約,객실 노천탕과 온천 수질·피부감 언급이 함께 나타난 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0034,Jalan,2025/4/1,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,4a54a9ec27de,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,facility_wide,booking_confusion;onsen_related,temperature,風呂;お風呂;湯;温度;寒;予約,온도·동선·청결 등 운영상 주의 신호가 포함된 후기.,direct_readable,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
kounokura-0035,Jalan,2025/3/6,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,a1523935f810,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,facility_wide,booking_confusion;onsen_related,,風呂;お風呂;予約,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0036,Jalan,2025/2/28,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,6fa6007bbe59,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,public_bath;room_open_air_bath,booking_confusion;onsen_related;public_bath_hot_spring;room_bath_hot_spring;water_texture;weak_onsen_feeling,temperature,露天風呂;露天;風呂;お風呂;大浴場;源泉;かけ流し;泉質;肌;すべすべ,객실 노천탕과 온천 수질·피부감 언급이 함께 나타난 후기.,direct_readable,true,negative,negative_signal_tag,high,issue_caution_calibration_needed
kounokura-0037,Jalan,2025/2/24,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,34f97b4ef20b,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,facility_wide,booking_confusion;onsen_related,temperature,風呂;お風呂;湯;温度;寒;予約,온도·동선·청결 등 운영상 주의 신호가 포함된 후기.,direct_readable,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
kounokura-0038,Jalan,2025/1/3,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,a55942c0c815,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和室 朝・夕,true,room_bath;room_open_air_bath,onsen_related;room_bath_hot_spring,temperature,温泉;露天風呂;露天;風呂;お風呂;部屋の露天;寒,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
kounokura-0039,Jalan,2024/11/29,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,21e3fd620d12,【早割14】1000円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂;お風呂;露天風呂付き;予約,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0040,Jalan,2024/11/25,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,295ceb21db41,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,facility_wide,booking_confusion;onsen_related;private_bath_experience,,風呂;お風呂;部屋のお風呂;予約,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0041,Jalan,2024/10/27,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,c5991b73d6ff,【早割14】1000円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂;湯;予約;駅から,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0042,Jalan,2024/9/13,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,bda620ae7aeb,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,private_bath;public_bath,booking_confusion;crowding;onsen_related;private_bath_experience;public_bath_hot_spring,,風呂;お風呂;貸切;部屋のお風呂;貸切状態;予約,대욕장/공용탕을 조용하거나 거의 전세처럼 이용했다는 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0043,Jalan,2024/7/24,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,f7c9bd9c0a46,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,false,unclear,booking_confusion,,予約,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0044,Jalan,2024/6/23,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,109810baa1be,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂;予約,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0045,Jalan,2024/6/11,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,894f86695590,【早割14】1000円OFF☆早期予約特典付きプラン！ 和室 朝・夕,false,unclear,booking_confusion,,予約,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0046,Jalan,2024/5/14,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,077950f65ae9,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,public_bath;room_bath,booking_confusion;onsen_related;public_bath_hot_spring;room_bath_hot_spring,,風呂;お風呂;大浴場;部屋風呂;予約,공용 대욕장 또는 공용탕 경험을 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0047,Jalan,2024/5/13,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,5d7adee503e6,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,public_bath,booking_confusion;onsen_related;public_bath_hot_spring,,風呂;お風呂;部屋のお風呂;予約;迎え,공용 대욕장 또는 공용탕 경험을 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0048,Jalan,2024/5/1,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,deb6396a3ca3,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和室 朝・夕,true,public_bath;room_bath;room_open_air_bath,onsen_related;public_bath_hot_spring;room_bath_hot_spring,,温泉;露天風呂;露天;風呂;大浴場;貸し切り;部屋風呂,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0049,Jalan,2024/3/16,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,7284e71cfd64,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,facility_wide,booking_confusion;onsen_related,,湯;予約,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0050,Jalan,2023/12/31,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,69fd17611f94,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和洋室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring;water_texture,,温泉;露天風呂;露天;風呂;泉質,객실 노천탕과 온천 수질·피부감 언급이 함께 나타난 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0051,Jalan,2023/12/20,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,dbde80f6bdba,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和洋室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring,,温泉;露天風呂;露天;風呂,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0052,Jalan,2023/11/12,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,25877096247a,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,facility_wide,booking_confusion;onsen_related,,温泉;トロトロ;予約;電話,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0053,Jalan,2023/7/5,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,e7c2486985e7,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,facility_wide,booking_confusion;onsen_related,,風呂;予約,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0054,Jalan,2023/5/1,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,8071ad2a2521,【早割14】1000円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,露天風呂;露天;風呂;部屋の露天;お部屋の露天;予約;場所,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0055,Jalan,2023/3/15,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,4657fe010e89,【早割21】1500円OFF☆早期予約特典付きプラン！ 和洋室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring,,温泉;露天風呂;露天;風呂;予約,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0056,Jalan,2023/1/5,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,ed7acb24071f,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和洋室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring,cleanliness_or_safety;temperature,温泉;露天風呂;露天;風呂;お風呂;湯;寒;迎え;滑,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,mixed,body_negative_with_context,high,issue_caution_calibration_needed
kounokura-0057,Jalan,2022/12/15,,https://www.jalan.net/yad362472/kuchikomi/archive/,ja,070bdd05b407,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,room_open_air_bath,booking_confusion;onsen_related;room_bath_hot_spring;water_texture,,温泉;露天風呂;露天;風呂;泉質;トロトロ;予約;迎え,객실 노천탕과 온천 수질·피부감 언급이 함께 나타난 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0058,Jalan,2022/12/6,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,dd38cced60c5,【早割21】1500円OFF☆早期予約特典付きプラン！ 和室 朝・夕,true,facility_wide,booking_confusion;onsen_related,,風呂;お風呂;予約,송영·위치·예약 동선을 함께 언급한 후기.,direct_readable,true,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
kounokura-0059,Jalan,2022/9/26,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,90ad7a86c837,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和室 朝・夕,true,public_bath;room_bath;room_open_air_bath,onsen_related;public_bath_hot_spring;room_bath_hot_spring,,温泉;露天風呂;露天;風呂;お風呂;大浴場;部屋風呂,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0060,Jalan,2022/9/10,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,ae1e6be465d9,【おすすめ】豊後牛を使用した肉三昧プラン☆ボリューム満点！とろける肉の旨味を愉しむ。 和洋室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring;water_texture,,露天風呂;露天;風呂;お風呂;部屋の露天;お部屋の露天;部屋に露天;露天風呂付き,객실 노천탕과 온천 수질·피부감 언급이 함께 나타난 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
kounokura-0061,Jalan,2022/8/18,,https://www.jalan.net/yad362472/kuchikomi/archive/2.HTML,ja,fadcc5dd48fc,一度は泊まりたい美食の宿♪あこがれの温泉露天風呂付客室プラン♪ 和洋室 朝・夕,true,room_open_air_bath,onsen_related;room_bath_hot_spring,,温泉;露天風呂;露天;風呂,객실 노천탕을 숙박 경험의 핵심 장점으로 언급한 후기.,direct_readable,true,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
